duration,tenure_group,division,comprate,num_of_pay_raise,sex,ethnicity,mar_status,highest_educ_lvl,end_age_group,start_age_group,classification,department_change,division_change,pay_increase_ot,last_jobtitle_duration,emplid_sec,event
485,1_to_2,Children Services,15.013856,2,F,HISPA,U,F,.under_29,.under_29,Staff,0,0,0.001190630927835051,485.3654976851852,wop6wqTCmcKJwqQ=,Retirement
487,1_to_2,Self Sufficiency,16.887069,3,M,NSPEC,U,G,35_to_39,35_to_39,Staff,0,1,0.005032174537987679,276.3654976851852,wop6wqTCmcKJwqA=,Retirement
472,1_to_2,Children Services,27.807624,2,F,ASIAN,U,I,35_to_39,30_to_34,Staff,0,0,0.0022659406779661044,472.3654976851852,wop6wqTCmcKIwp4=,Retirement
413,.under_1,Children Services,27.8076,2,F,WHITE,U,H,.under_29,.under_29,Staff,1,1,0.06733075060532688,160.36549768518518,wop6wqTCmcKGwqE=,Retirement
483,1_to_2,Children Services,19.0723,2,F,NSPEC,U,A,50_to_54,50_to_54,Staff,0,1,0.0006791780538302224,147.36549768518518,wop6wqTCmcKFwp0=,Retirement
482,1_to_2,Administrative Services,43.95248,2,M,ASIAN,U,J,45_to_49,40_to_44,Supervisor,0,0,0.00350721991701245,482.3654976851852,wop6wqTCmcKEwqY=,Retirement
492,.under_1,Children Services,14.9805,2,F,HISPA,U,D,35_to_39,35_to_39,Staff,1,1,0.001992886178861787,202.36549768518518,wop6wqTCmMKMwp0=,Retirement
492,1_to_2,Self Sufficiency,18.528492,3,F,NSPEC,U,A,35_to_39,35_to_39,Staff,0,0,0.005125593495934962,160.3654976851852,wop6wqTCmMKHwp4=,Retirement
496,1_to_2,Adult Services,19.793927,3,M,HISPA,U,H,40_to_44,35_to_39,Staff,1,1,0.0035353366935483837,384.3654976851852,wop6wqTCmMKGwqI=,Retirement
497,1_to_2,Children Services,35.185488,1,F,NSPEC,U,I,35_to_39,30_to_34,Staff,0,0,0.0,497.3654976851852,wop6wqTCl8KMwp4=,Retirement
497,1_to_2,Self Sufficiency,18.528492,3,F,HISPA,U,D,30_to_34,30_to_34,Staff,0,0,0.005074028169014087,121.36549768518518,wop6wqTCl8KKwqM=,Retirement
493,1_to_2,Self Sufficiency,17.562552,1,M,,U,G,.under_29,.under_29,Staff,0,0,0.0,493.3654976851852,wop6wqTCl8KKwqI=,Retirement
494,1_to_2,Self Sufficiency,18.528492,2,F,HISPA,U,F,.under_29,.under_29,Staff,0,0,0.0019553441295546556,63.36549768518518,wop6wqTCl8KKwqE=,Retirement
493,1_to_2,Self Sufficiency,17.562552,1,F,HISPA,U,D,30_to_34,.under_29,Staff,0,0,0.0,493.3654976851852,wop6wqTCl8KKwp8=,Retirement
496,1_to_2,Administrative Services,41.08,1,M,HISPA,U,D,45_to_49,45_to_49,Supervisor,0,0,0.0,496.3654976851852,wop6wqTCl8KKwp0=,Retirement
493,1_to_2,Self Sufficiency,17.562552,1,F,HISPA,U,G,.under_29,.under_29,Staff,0,0,0.0,493.3654976851852,wop6wqTCl8KJwqI=,Retirement
497,1_to_2,Self Sufficiency,18.528492,4,F,HISPA,U,G,40_to_44,40_to_44,Staff,0,0,0.005074028169014087,63.36549768518518,wop6wqTCl8KJwp4=,Retirement
495,1_to_2,Self Sufficiency,18.528492,3,F,HISPA,U,G,.under_29,.under_29,Staff,0,0,0.005094529292929296,119.3654976851852,wop6wqTCl8KIwqA=,Retirement
496,1_to_2,Self Sufficiency,17.562552,3,F,HISPA,U,G,35_to_39,30_to_34,Staff,0,0,0.0031367983870967775,496.3654976851852,wop6wqTCl8KIwp8=,Retirement
494,1_to_2,Self Sufficiency,17.562552,2,F,WHITE,U,C,30_to_34,30_to_34,Staff,0,0,0.003149497975708505,494.3654976851852,wop6wqTCl8KIwp4=,Retirement
497,1_to_2,Self Sufficiency,18.528416,3,F,HISPA,U,C,45_to_49,40_to_44,Staff,0,0,0.0033026478873239428,63.36549768518518,wop6wqTCl8KHwqY=,Retirement
412,.under_1,Other,26.7381,2,,HISPA,,,,,Staff,1,1,0.01331407766990291,188.3654976851852,wop6wqTCl8KHwp4=,Retirement
494,1_to_2,Self Sufficiency,18.528492,2,M,HISPA,U,D,30_to_34,.under_29,Staff,0,0,0.0019553441295546556,119.3654976851852,wop6wqTCl8KGwqQ=,Retirement
494,1_to_2,Self Sufficiency,19.1742,2,F,HISPA,U,A,.under_29,.under_29,Staff,0,0,0.003262445344129552,189.3654976851852,wop6wqTCl8KGwqE=,Retirement
495,1_to_2,Self Sufficiency,17.562552,3,F,HISPA,U,D,.under_29,.under_29,Staff,0,0,0.003143135353535357,495.3654976851852,wop6wqTCl8KEwqI=,Retirement
495,1_to_2,Self Sufficiency,19.1742,3,F,HISPA,U,G,.under_29,.under_29,Staff,0,0,0.004620466666666664,189.3654976851852,wop6wqTCl8KEwqE=,Retirement
505,1_to_2,Self Sufficiency,22.0,2,M,,U,A,.under_29,.under_29,Staff,1,1,0.008787025742574258,370.3654976851852,wop6wqTClsKMwqE=,Retirement
494,1_to_2,Self Sufficiency,19.941168,2,M,WHITE,U,I,50_to_54,50_to_54,Staff,0,0,0.007964510121457494,357.3654976851852,wop6wqTClsKMwp8=,Retirement
498,1_to_2,Self Sufficiency,17.562552,3,M,HISPA,U,G,30_to_34,.under_29,Staff,0,0,0.0031242008032128545,498.3654976851852,wop6wqTClsKMwp4=,Retirement
494,1_to_2,Self Sufficiency,18.528492,2,F,HISPA,U,D,.under_29,.under_29,Staff,0,0,0.0019553441295546556,91.36549768518519,wop6wqTClsKLwqU=,Retirement
358,.under_1,Other,16.0067,2,,NSPEC,,,,,Staff,1,1,0.005605307262569828,300.3654976851852,wop6wqTClsKLwqM=,Retirement
495,1_to_2,Self Sufficiency,18.528492,3,F,HISPA,U,G,.under_29,.under_29,Staff,0,0,0.00331600606060606,119.3654976851852,wop6wqTClsKLwqI=,Retirement
498,1_to_2,Children Services,31.279768,2,F,2PLUS,U,I,40_to_44,40_to_44,Staff,0,0,0.0024157991967871523,498.3654976851852,wop6wqTClsKLwqE=,Retirement
494,1_to_2,Self Sufficiency,17.562552,2,M,HISPA,U,C,35_to_39,35_to_39,Staff,0,0,0.003149497975708505,494.3654976851852,wop6wqTClsKLwqA=,Retirement
509,1_to_2,Self Sufficiency,14.4043,2,F,HISPA,U,A,35_to_39,35_to_39,Staff,1,1,0.0007943025540275033,34.36549768518518,wop6wqTClsKKwp8=,Retirement
492,1_to_2,Self Sufficiency,18.528492,2,F,NSPEC,U,A,30_to_34,30_to_34,Staff,0,0,0.001963292682926829,62.36549768518518,wop6wqTClsKKwp4=,Retirement
509,1_to_2,Self Sufficiency,16.8509,2,F,WHITE,U,G,45_to_49,45_to_49,Staff,1,1,0.005600982318271119,34.36549768518518,wop6wqTClsKKwp0=,Retirement
510,1_to_2,Adult Services,18.1933,3,F,HISPA,U,G,.under_29,.under_29,Staff,1,1,0.005445686274509805,118.3654976851852,wop6wqTClsKJwqU=,Retirement
495,1_to_2,Self Sufficiency,16.646968,2,F,HISPA,U,D,35_to_39,35_to_39,Staff,0,0,0.0012934707070707122,495.36549768518523,wop6wqTClsKJwqI=,Retirement
496,1_to_2,Self Sufficiency,17.562552,2,F,WHITE,U,G,.under_29,.under_29,Staff,0,0,0.0019474596774193545,134.36549768518518,wop6wqTClsKJwp8=,Retirement
497,1_to_2,Self Sufficiency,18.528492,3,F,WHITE,U,G,40_to_44,40_to_44,Staff,0,0,0.003302661971830985,63.36549768518518,wop6wqTClsKJwp4=,Retirement
495,1_to_2,Self Sufficiency,18.528492,3,M,HISPA,U,C,35_to_39,35_to_39,Staff,0,0,0.005094529292929296,91.36549768518519,wop6wqTClsKIwqY=,Retirement
510,.under_1,Self Sufficiency,14.4043,2,F,BLACK,U,A,30_to_34,30_to_34,Staff,1,1,0.0007927450980392142,202.3654976851852,wop6wqTClsKIwqI=,Retirement
495,1_to_2,Self Sufficiency,22.599581,3,F,HISPA,U,G,35_to_39,35_to_39,Staff,0,0,0.006213901010101008,147.36549768518518,wop6wqTClsKHwqM=,Retirement
512,.under_1,Adult Services,22.0,2,F,HISPA,U,A,.under_29,.under_29,Staff,1,1,0.007434960937499999,356.3654976851852,wop6wqTClsKEwqU=,Retirement
513,1_to_2,Children Services,27.80752,2,M,HISPA,U,I,35_to_39,35_to_39,Staff,0,0,0.002084834307992204,513.3654976851851,wop6wqTClcKFwqU=,Retirement
510,.under_1,Other,28.919904,2,,HISPA,,,,,Staff,1,1,0.002180988235294114,510.3654976851852,wop6wqTClcKFwqM=,Retirement
520,1_to_2,Children Services,20.8552,3,F,WHITE,U,G,35_to_39,35_to_39,Staff,0,0,0.0051190384615384605,146.36549768518518,wop6wqTClcKDwqA=,Retirement
510,1_to_2,Children Services,28.919904,2,M,HISPA,U,A,30_to_34,.under_29,Staff,0,0,0.002180988235294114,510.3654976851852,wop6wqTClMKMwqY=,Retirement
510,1_to_2,Children Services,20.8552,3,F,HISPA,U,G,30_to_34,30_to_34,Staff,0,0,0.005219411764705881,132.36549768518518,wop6wqTClMKMwqU=,Retirement
525,.under_1,Self Sufficiency,16.2,2,F,,U,A,45_to_49,40_to_44,Staff,1,1,0.0034203809523809525,202.3654976851852,wop6wqTClMKHwqE=,Retirement
510,1_to_2,Children Services,38.056616,2,F,WHITE,U,I,45_to_49,45_to_49,Staff,0,0,0.002870031372549016,510.3654976851852,wop6wqTCk8KMwqA=,Retirement
510,1_to_2,Children Services,26.738088,2,M,HISPA,U,G,.under_29,.under_29,Staff,0,0,0.0020164470588235287,510.3654976851852,wop6wqTCk8KMwp8=,Retirement
510,1_to_2,Other,30.510498,3,,ASIAN,,,,,Staff,1,1,0.005299799999999995,48.36549768518518,wop6wqTCk8KJwqM=,Retirement
538,1_to_2,Children Services,15.013856,2,F,HISPA,U,D,35_to_39,35_to_39,Staff,0,0,0.0010733382899628249,538.3654976851851,wop6wqTCk8KFwqU=,Retirement
476,1_to_2,Other,22.0,3,,WHITE,,,,,Staff,2,2,0.012590966386554625,55.36549768518518,wop6wqTCk8KEwp8=,Retirement
538,.under_1,Children Services,26.7381,2,M,HISPA,U,A,35_to_39,35_to_39,Staff,1,1,0.006557806691449812,174.36549768518518,wop6wqTCksKMwqA=,Retirement
540,1_to_2,Children Services,28.919904,2,F,AMIND,U,I,50_to_54,50_to_54,Staff,0,0,0.0020598222222222187,540.3654976851851,wop6wqTCksKKwqQ=,Retirement
513,1_to_2,Children Services,28.919904,2,F,WHITE,U,I,.under_29,.under_29,Staff,0,0,0.0021682339181286515,513.3654976851851,wop6wqTCksKIwp4=,Retirement
513,1_to_2,Children Services,27.80752,2,F,BLACK,U,I,.under_29,.under_29,Staff,0,0,0.002084834307992204,513.3654976851852,wop6wqTCksKHwqY=,Retirement
538,1_to_2,Adult Services,26.738088,1,F,HISPA,U,I,40_to_44,40_to_44,Staff,0,0,0.0,538.3654976851852,wop6wqTCksKHwqU=,Retirement
534,1_to_2,Adult Services,26.738088,1,M,HISPA,U,G,30_to_34,30_to_34,Staff,0,0,0.0,534.3654976851852,wop6wqTCksKHwqI=,Retirement
559,1_to_2,Administrative Services,14.4043,2,F,BLACK,U,D,.under_29,.under_29,Staff,1,1,0.000723255813953487,62.36549768518518,wop6wqTCksKFwqU=,Retirement
540,1_to_2,Children Services,15.614456,3,F,HISPA,U,G,30_to_34,30_to_34,Staff,1,1,0.003971214814814814,468.36549768518523,wop6wqTCksKFwqQ=,Retirement
538,1_to_2,Children Services,18.034536,2,M,HISPA,U,D,30_to_34,30_to_34,Staff,1,1,0.001289286245353156,538.3654976851851,wop6wqTCksKDwqU=,Retirement
553,1_to_2,Adult Services,39.578864,2,F,HISPA,U,G,40_to_44,40_to_44,Staff,0,0,0.0027527377938517178,553.3654976851851,wop6wqPCm8KDwp0=,Retirement
566,1_to_2,Adult Services,27.807624,2,F,BLACK,U,G,30_to_34,30_to_34,Staff,0,0,0.001889618374558306,566.3654976851851,wop6wqPCmsKGwqQ=,Retirement
540,1_to_2,Children Services,28.919904,2,F,BLACK,U,I,35_to_39,35_to_39,Staff,0,0,0.0020598222222222187,540.3654976851852,wop6wqPCmsKEwqQ=,Retirement
555,1_to_2,Administrative Services,42.6048,1,F,BLACK,U,G,55_to_59,55_to_59,Staff,0,0,0.0,555.3654976851852,wop6wqPCmsKEwqM=,Retirement
552,1_to_2,Children Services,20.8552,3,F,HISPA,U,G,.under_29,.under_29,Staff,0,0,0.004822282608695651,174.36549768518518,wop6wqPCmsKEwqI=,Retirement
552,1_to_2,Self Sufficiency,18.528492,2,F,AMIND,U,F,.under_29,.under_29,Staff,0,0,0.0017498913043478258,34.36549768518518,wop6wqPCmsKEwqA=,Retirement
555,1_to_2,Adult Services,26.7381,2,F,WHITE,U,A,.under_29,.under_29,Staff,1,1,0.008537117117117117,21.365497685185183,wop6wqPCmsKDwp0=,Retirement
569,1_to_2,Children Services,20.8552,3,F,WHITE,U,G,30_to_34,30_to_34,Staff,0,0,0.004678207381370825,188.3654976851852,wop6wqPCmcKKwqA=,Retirement
554,1_to_2,Adult Services,28.919904,2,M,HISPA,U,G,40_to_44,40_to_44,Staff,0,0,0.002007768953068589,554.3654976851851,wop6wqPCmcKHwqQ=,Retirement
553,1_to_2,Children Services,20.8552,3,F,HISPA,U,G,.under_29,.under_29,Staff,0,0,0.004813562386980107,174.36549768518518,wop6wqPCmcKHwqM=,Retirement
566,1_to_2,Self Sufficiency,19.941168,2,F,HISPA,U,D,.under_29,.under_29,Staff,0,0,0.005395934628975267,356.3654976851852,wop6wqPCmcKHwqI=,Retirement
565,.under_1,Self Sufficiency,14.4043,3,F,HISPA,U,C,.under_29,.under_29,Staff,1,1,0.0024854867256637156,202.3654976851852,wop6wqPCmcKGwqU=,Retirement
552,1_to_2,Adult Services,28.919904,2,M,BLACK,U,I,50_to_54,50_to_54,Staff,0,0,0.0020150434782608665,552.3654976851851,wop6wqPCmcKDwqM=,Retirement
561,1_to_2,Adult Services,32.530992,1,M,HISPA,U,I,30_to_34,30_to_34,Staff,0,0,0.0,561.3654976851852,wop6wqPCmcKDwqI=,Retirement
563,1_to_2,Adult Services,31.279768,1,F,BLACK,U,I,30_to_34,30_to_34,Staff,0,0,0.0,563.3654976851852,wop6wqPCmcKDwqA=,Retirement
561,.under_1,Self Sufficiency,22.0,2,F,HISPA,U,A,50_to_54,50_to_54,Staff,1,1,0.00911395900178253,272.36549768518523,wop6wqPCmcKDwp8=,Retirement
534,1_to_2,Other,17.562552,4,,HISPA,,,,,Staff,2,2,0.008300659176029962,44.36549768518518,wop6wqPCmMKKwqU=,Retirement
493,1_to_2,Self Sufficiency,17.562552,3,F,HISPA,U,C,30_to_34,30_to_34,Staff,1,1,0.008990977687626774,492.3654976851852,wop6wqPCmMKKwqQ=,Retirement
566,1_to_2,Children Services,24.962468,4,M,HISPA,U,G,30_to_34,30_to_34,Staff,1,1,0.0039070742049469994,90.36549768518519,wop6wqPCmMKKwp0=,Retirement
568,.under_1,Self Sufficiency,16.887069,3,F,HISPA,U,C,30_to_34,.under_29,Staff,1,1,0.00576948767605634,272.3654976851852,wop6wqPCmMKJwqE=,Retirement
568,.under_1,Self Sufficiency,14.4043,3,F,BLACK,U,A,45_to_49,45_to_49,Staff,1,1,0.001398415492957746,202.3654976851852,wop6wqPCmMKJwqA=,Retirement
568,1_to_2,Self Sufficiency,17.562552,4,F,WHITE,U,F,40_to_44,40_to_44,Staff,1,1,0.006958718309859157,398.3654976851852,wop6wqPCmMKJwp8=,Retirement
569,.under_1,Self Sufficiency,16.887069,4,F,HISPA,U,C,40_to_44,40_to_44,Staff,1,1,0.005759347978910371,272.36549768518523,wop6wqPCmMKIwqY=,Retirement
572,1_to_2,Self Sufficiency,14.980472,3,F,BLACK,U,C,30_to_34,30_to_34,Staff,1,1,0.0023959300699300723,426.3654976851852,wop6wqPCmMKHwqI=,Retirement
569,1_to_2,Self Sufficiency,14.4043,2,F,NSPEC,U,F,50_to_54,45_to_49,Staff,1,1,0.000710544815465728,202.3654976851852,wop6wqPCmMKFwqQ=,Retirement
566,1_to_2,Self Sufficiency,18.528492,2,F,WHITE,U,F,30_to_34,30_to_34,Staff,0,0,0.0017066077738515898,62.36549768518518,wop6wqPCmMKFwqI=,Retirement
576,1_to_2,Other,28.919904,3,,NSPEC,,,,,Staff,1,1,0.0019310833333333302,146.36549768518518,wop6wqPCmMKDwp0=,Retirement
569,1_to_2,Children Services,21.689408,3,F,HISPA,U,G,40_to_44,40_to_44,Staff,0,0,0.006144302284710017,202.3654976851852,wop6wqPCl8KMwqY=,Retirement
578,1_to_2,Children Services,40.1149,2,M,BLACK,U,G,50_to_54,50_to_54,Staff,0,0,0.0013608996539792387,578.3654976851852,wop6wqPCl8KLwqY=,Retirement
576,1_to_2,Children Services,33.832136,2,F,NSPEC,U,A,35_to_39,35_to_39,Staff,0,0,0.0022590902777777705,576.3654976851852,wop6wqPCl8KLwqU=,Retirement
578,1_to_2,Finance and Forecasting,32.394128,2,F,HISPA,U,G,40_to_44,35_to_39,Staff,0,1,0.00215558477508651,578.3654976851852,wop6wqPCl8KKwqQ=,Retirement
580,1_to_2,Administrative Services,33.023224,1,F,ASIAN,U,I,30_to_34,30_to_34,Staff,0,0,0.0,580.3654976851852,wop6wqPCl8KJwqI=,Retirement
580,1_to_2,Children Services,21.689408,4,F,HISPA,U,G,30_to_34,30_to_34,Staff,0,0,0.006027772413793103,202.36549768518518,wop6wqPCl8KJwqE=,Retirement
580,1_to_2,Public Authority,16.03264,2,F,HISPA,U,F,.under_29,.under_29,Staff,1,1,0.0036809310344827592,454.3654976851852,wop6wqPCl8KGwqU=,Retirement
587,1_to_2,Self Sufficiency,14.4043,2,F,HISPA,U,C,35_to_39,35_to_39,Staff,1,1,0.0006887563884156716,202.3654976851852,wop6wqPCl8KEwqQ=,Retirement
587,1_to_2,Adult Services,21.689408,3,F,HISPA,U,G,.under_29,.under_29,Staff,0,0,0.0059558909710391815,216.3654976851852,wop6wqPCl8KEwqI=,Retirement
370,1_to_2,Self Sufficiency,17.562552,3,F,NSPEC,U,A,.under_29,.under_29,Staff,0,0,0.004205005405405409,370.3654976851852,wop6wqPCl8KEwqA=,Retirement
464,.under_1,Self Sufficiency,19.6705,3,F,HISPA,U,G,.under_29,.under_29,Staff,1,1,0.007896120689655176,272.36549768518523,wop6wqPClsKJwqQ=,Retirement
589,1_to_2,Self Sufficiency,18.7935,4,F,HISPA,U,F,.under_29,.under_29,Staff,1,1,0.009615449915110357,398.36549768518523,wop6wqPClsKJwp0=,Retirement
587,1_to_2,Finance and Forecasting,27.690624,2,F,ASIAN,U,G,40_to_44,35_to_39,Staff,0,1,0.0018143509369676339,587.3654976851852,wop6wqPClsKGwqM=,Retirement
594,1_to_2,Children Services,21.689408,4,F,HISPA,U,G,.under_29,.under_29,Staff,0,0,0.005885703703703703,216.36549768518518,wop6wqPClsKGwqI=,Retirement
594,1_to_2,Self Sufficiency,18.528492,2,F,BLACK,U,C,50_to_54,50_to_54,Staff,0,0,0.0016261616161616158,160.36549768518518,wop6wqPClsKGwqA=,Retirement
594,1_to_2,Children Services,17.562552,3,F,HISPA,U,C,.under_29,.under_29,Staff,0,0,0.002619279461279464,594.3654976851851,wop6wqPClsKGwp8=,Retirement
594,1_to_2,Self Sufficiency,19.269632,3,F,HISPA,U,D,.under_29,.under_29,Staff,0,0,0.0040110488215488235,272.3654976851852,wop6wqPClsKGwp4=,Retirement
594,1_to_2,Self Sufficiency,21.421404,1,F,WHITE,U,K,45_to_49,45_to_49,Staff,0,0,0.0,594.3654976851852,wop6wqPClsKGwp0=,Retirement
594,1_to_2,Self Sufficiency,18.528492,2,M,WHITE,U,D,35_to_39,35_to_39,Staff,0,0,0.0016261616161616158,90.36549768518519,wop6wqPClsKFwqI=,Retirement
594,1_to_2,Administrative Services,19.0723,2,F,HISPA,U,G,30_to_34,30_to_34,Staff,0,1,0.0025416632996632968,174.36549768518518,wop6wqPClsKFwqE=,Retirement
595,1_to_2,Self Sufficiency,18.528492,3,F,WHITE,U,G,30_to_34,30_to_34,Staff,0,0,0.004238305882352944,189.3654976851852,wop6wqPClsKFwp8=,Retirement
594,1_to_2,Self Sufficiency,18.528492,2,M,HISPA,U,C,.under_29,.under_29,Staff,0,0,0.0016261616161616158,160.36549768518518,wop6wqPClsKFwp0=,Retirement
594,1_to_2,Self Sufficiency,19.805338,2,F,HISPA,U,D,35_to_39,30_to_34,Supervisor,0,0,0.001833828282828281,132.36549768518518,wop6wqPClsKEwqU=,Retirement
594,1_to_2,Self Sufficiency,19.269632,3,F,HISPA,U,F,.under_29,.under_29,Staff,0,0,0.0040110488215488235,216.3654976851852,wop6wqPClsKEwqI=,Retirement
594,1_to_2,Self Sufficiency,18.528492,3,F,ASIAN,U,C,55_to_59,55_to_59,Staff,0,0,0.002763338383838383,118.36549768518518,wop6wqPClsKEwqE=,Retirement
596,1_to_2,Children Services,21.689408,4,F,HISPA,U,G,30_to_34,.under_29,Staff,0,0,0.005865953020134228,218.36549768518518,wop6wqPClsKEwqA=,Retirement
594,1_to_2,Self Sufficiency,19.26964,4,F,WHITE,U,G,.under_29,.under_29,Staff,0,0,0.0054931649831649835,258.3654976851852,wop6wqPClsKEwp8=,Retirement
594,1_to_2,Finance and Forecasting,29.950232,2,F,ASIAN,U,G,35_to_39,35_to_39,Staff,0,1,0.001939279461279459,594.3654976851852,wop6wqPClsKEwp0=,Retirement
593,1_to_2,Children Services,21.689408,3,F,HISPA,U,G,.under_29,.under_29,Staff,0,0,0.005895629005059021,216.3654976851852,wop6wqPClsKDwqU=,Retirement
594,1_to_2,Self Sufficiency,18.528492,2,F,HISPA,U,G,30_to_34,30_to_34,Staff,0,0,0.0016261616161616158,118.3654976851852,wop6wqPClsKDwqQ=,Retirement
594,1_to_2,Self Sufficiency,17.562552,1,M,HISPA,U,D,30_to_34,30_to_34,Staff,0,0,0.0,594.3654976851852,wop6wqPClsKDwqM=,Retirement
594,1_to_2,Self Sufficiency,18.528492,2,F,HISPA,U,D,35_to_39,35_to_39,Staff,0,0,0.0016261616161616158,160.36549768518518,wop6wqPClsKDwqE=,Retirement
594,1_to_2,Self Sufficiency,18.528492,2,M,HISPA,U,G,.under_29,.under_29,Staff,0,0,0.0016261616161616158,188.3654976851852,wop6wqPClsKDwqA=,Retirement
594,1_to_2,Self Sufficiency,17.562552,1,F,HISPA,U,F,.under_29,.under_29,Staff,0,0,0.0,594.3654976851851,wop6wqPClsKDwp8=,Retirement
594,1_to_2,Self Sufficiency,18.528492,2,F,NSPEC,U,G,.under_29,.under_29,Staff,0,0,0.0016261616161616158,160.36549768518518,wop6wqPClsKDwp4=,Retirement
594,1_to_2,Other,18.5284,3,,NSPEC,,,,,Staff,1,1,0.0027631835016835036,104.3654976851852,wop6wqPClsKDwp0=,Retirement
594,1_to_2,Self Sufficiency,18.528492,2,F,HISPA,U,C,.under_29,.under_29,Staff,0,0,0.0016261616161616158,160.36549768518518,wop6wqPClcKMwqY=,Retirement
594,1_to_2,Public Authority,21.689408,3,F,WHITE,U,G,30_to_34,.under_29,Staff,0,1,0.005885703703703703,216.3654976851852,wop6wqPClcKMwqQ=,Retirement
594,1_to_2,Self Sufficiency,18.528492,2,F,HISPA,U,G,.under_29,.under_29,Staff,0,0,0.0016261616161616158,160.36549768518518,wop6wqPClcKMwqM=,Retirement
594,1_to_2,Self Sufficiency,18.528492,2,F,HISPA,U,E,35_to_39,35_to_39,Staff,0,0,0.0016261616161616158,118.3654976851852,wop6wqPClcKMwqE=,Retirement
594,1_to_2,Self Sufficiency,18.528492,3,F,HISPA,U,G,30_to_34,30_to_34,Staff,0,0,0.002763338383838383,160.36549768518518,wop6wqPClcKMwqA=,Retirement
594,1_to_2,Self Sufficiency,18.528492,3,F,HISPA,U,D,.under_29,.under_29,Staff,0,0,0.0042454410774410796,160.36549768518518,wop6wqPClcKMwp8=,Retirement
594,1_to_2,Self Sufficiency,19.269632,5,F,HISPA,U,D,.under_29,.under_29,Staff,0,0,0.00549315151515152,244.36549768518518,wop6wqPClcKMwp4=,Retirement
594,1_to_2,Self Sufficiency,17.562552,1,F,WHITE,U,D,.under_29,.under_29,Staff,0,0,0.0,594.3654976851851,wop6wqPClcKMwp0=,Retirement
594,1_to_2,Adult Services,21.689408,2,F,HISPA,U,G,30_to_34,30_to_34,Staff,0,0,0.004660565656565656,216.3654976851852,wop6wqPClcKLwqU=,Retirement
594,1_to_2,Self Sufficiency,18.528492,2,M,HISPA,U,F,.under_29,.under_29,Staff,0,0,0.0016261616161616158,90.36549768518519,wop6wqPClcKKwqU=,Retirement
594,1_to_2,Self Sufficiency,18.528492,3,F,NSPEC,U,A,.under_29,.under_29,Staff,0,0,0.002763338383838383,160.36549768518518,wop6wqPClcKKwqQ=,Retirement
597,1_to_2,Children Services,18.1933,3,F,HISPA,U,G,30_to_34,30_to_34,Staff,1,1,0.008481239530988274,174.36549768518518,wop6wqPClcKKwp8=,Retirement
598,1_to_2,Self Sufficiency,18.528492,3,F,HISPA,U,D,45_to_49,40_to_44,Staff,0,0,0.0027448545150501667,161.36549768518518,wop6wqPClcKKwp4=,Retirement
594,1_to_2,Self Sufficiency,19.1742,2,M,HISPA,U,G,.under_29,.under_29,Staff,0,0,0.0027132121212121193,188.3654976851852,wop6wqPClcKKwp0=,Retirement
594,1_to_2,Self Sufficiency,18.528492,2,F,HISPA,U,G,.under_29,.under_29,Staff,0,0,0.0016261616161616158,160.36549768518518,wop6wqPClcKJwqU=,Retirement
594,1_to_2,Self Sufficiency,18.528492,2,F,NSPEC,U,A,45_to_49,45_to_49,Staff,0,0,0.0016261616161616158,62.36549768518518,wop6wqPClcKJwqM=,Retirement
593,1_to_2,Self Sufficiency,18.528492,2,F,HISPA,U,D,35_to_39,35_to_39,Staff,0,0,0.0016289038785834735,160.36549768518518,wop6wqPClcKJwqA=,Retirement
597,1_to_2,Other,28.6562,3,,WHITE,,,,,Staff,2,2,0.012901641541038523,48.36549768518518,wop6wqPClcKFwqM=,Retirement
596,1_to_2,Children Services,16.03264,2,M,BLACK,U,G,40_to_44,40_to_44,Staff,1,1,0.0014795218120805375,162.36549768518518,wop6wqPClcKEwqU=,Retirement
598,1_to_2,Administrative Services,28.087072,1,F,HISPA,U,I,40_to_44,40_to_44,Staff,0,0,0.0,598.3654976851852,wop6wqPClMKJwqY=,Retirement
595,1_to_2,Self Sufficiency,21.421404,1,M,BLACK,U,I,35_to_39,35_to_39,Staff,0,0,0.0,595.3654976851852,wop6wqPClMKDwp4=,Retirement
618,.under_1,Self Sufficiency,16.887069,4,F,HISPA,U,C,35_to_39,30_to_34,Staff,1,1,0.006289755663430421,272.3654976851852,wop6wqPCk8KMwqU=,Retirement
611,1_to_2,Self Sufficiency,14.980472,2,F,HISPA,U,F,.under_29,.under_29,Staff,0,0,0.0009429983633387913,611.3654976851851,wop6wqPCk8KMwqQ=,Retirement
595,1_to_2,Self Sufficiency,21.421404,1,F,HISPA,U,D,35_to_39,35_to_39,Staff,0,0,0.0,595.3654976851852,wop6wqPCk8KMwqM=,Retirement
643,1_to_2,Public Authority,17.152528,3,M,BLACK,U,E,45_to_49,45_to_49,Staff,1,1,0.004016373250388803,440.3654976851852,wop6wqPCk8KJwqU=,Retirement
622,1_to_2,Adult Services,30.518592,2,M,WHITE,U,H,55_to_59,50_to_54,Staff,0,0,0.0018871254019292643,622.3654976851852,wop6wqPCk8KIwqI=,Retirement
622,1_to_2,Children Services,21.689408,4,F,HISPA,U,G,.under_29,.under_29,Staff,0,0,0.005620752411575562,244.3654976851852,wop6wqPCk8KIwqA=,Retirement
