duration,tenure_group,division,comprate,num_of_pay_raise,sex,ethnicity,mar_status,highest_educ_lvl,end_age_group,start_age_group,classification,pay_increase_ot,last_jobtitle_duration,emplid_sec,event
485,1_to_2,Self Sufficiency,18.0796,1,M,BLACK,U,A,35_to_39,35_to_39,Staff,0.0,485.0,wol2wp_CmsKMwqE=,V Termination
2605,over_5,Other,32.0942,6,,WHITE,,,,,Staff,0.008992015355086373,1400.0,wol2wp_CmsKKwqY=,V Termination
6581,over_5,Public Authority,22.8794,6,F,AMIND,U,A,over_60,55_to_59,Staff,0.0007408448564048015,6581.0,wol2wp_CmsKKwqM=,Retirement
3926,over_5,Self Sufficiency,15.4642,4,F,ASIAN,U,A,over_60,over_60,Staff,0.0008688232297503819,3926.0,wol2wp_CmsKJwqQ=,Retirement
702,1_to_2,Self Sufficiency,14.4808,1,M,WHITE,U,A,over_60,over_60,Staff,0.0,702.0,wol2wp_CmsKIwqE=,V Termination
2436,3_to_4,Other,20.8179,2,,WHITE,,,,,Staff,0.0011987274220032847,1399.0,wol2wp_CmsKHwqI=,V Termination
8333,over_5,Administrative Services,22.7617,8,M,,U,A,55_to_59,35_to_39,Staff,0.0012850714028561144,2032.0,wol2wp_CmsKFwp0=,Retirement
1,.under_1,Self Sufficiency,11.35,1,F,WHITE,U,A,40_to_44,40_to_44,Staff,0.0,1.0,wol2wp_CmcKLwp0=,IV Termination
1917,over_5,Administrative Services,13.3792,1,F,WHITE,U,A,40_to_44,40_to_44,Staff,0.0,1917.0,wol2wp_CmcKHwqQ=,V Termination
2787,over_5,Children Services,17.4,3,F,HISPA,U,A,35_to_39,35_to_39,Supervisor,0.0005905992106207388,1316.0,wol2wp_CmMKGwqY=,V Termination
1591,3_to_4,Self Sufficiency,23.2239,1,F,HISPA,U,A,30_to_34,30_to_34,Staff,0.0,1591.0,wol2wp_CmMKFwqE=,V Termination
7237,over_5,Self Sufficiency,30.9523,4,M,HISPA,U,A,over_60,45_to_49,Supervisor,0.0018038551886140667,6101.0,wol2wp_CmMKFwqA=,Retirement
5908,over_5,Other,29.3312,9,,WHITE,,,,,Staff,0.0028709884901828024,3178.0,wol2wp_CmMKEwqI=,Retirement
4291,over_5,Self Sufficiency,23.797,7,F,HISPA,U,A,50_to_54,45_to_49,Staff,0.0018149615474248428,781.0,wol2wp_Cl8KHwp4=,Retirement
2741,over_5,Children Services,31.1631,7,M,WHITE,U,A,55_to_59,50_to_54,Staff,0.002810324699014958,1451.0,wol2wp_Cl8KHwp0=,Retirement
4522,over_5,Administrative Services,31.4809,3,F,BLACK,U,A,45_to_49,35_to_39,Staff,0.001687019018133569,3150.0,wol2wp_Cl8KEwqQ=,V Termination
260,.under_1,Self Sufficiency,12.2094,1,M,BLACK,U,A,40_to_44,40_to_44,Staff,0.0,260.0,wol2wp_Cl8KEwqM=,IV Termination
1068,1_to_2,Other,16.8422,6,,HISPA,,,,,Staff,0.007183707865168538,42.0,wol2wp_ClcKJwqY=,IV Termination
6362,over_5,Children Services,39.3283,4,F,WHITE,U,A,over_60,45_to_49,Staff,0.0020444985853505186,6362.0,wol2wp_ClMKMwqQ=,Retirement
1370,3_to_4,Adult Services,21.1804,1,M,HISPA,U,A,50_to_54,50_to_54,Staff,0.0,1370.0,wol2wp_ClMKKwp8=,V Termination
1493,3_to_4,Self Sufficiency,15.8875,6,F,WHITE,U,A,45_to_49,40_to_44,Staff,0.0034343603482920293,1120.0,wol2wp_Ck8KKwp8=,V Termination
2032,over_5,Self Sufficiency,16.7573,2,F,WHITE,U,A,45_to_49,40_to_44,Staff,0.002355954724409449,1738.0,wol2wp_Ck8KEwqA=,V Termination
7279,over_5,Self Sufficiency,31.8712,13,F,WHITE,U,A,over_60,40_to_44,Staff,0.0025691990658057427,5558.0,wol2wp_CksKMwqU=,Retirement
2375,over_5,Administrative Services,16.5686,1,F,WHITE,U,A,over_60,over_60,Staff,0.0,2375.0,wol2wp_CksKMwp0=,Retirement
3229,over_5,Children Services,18.0852,7,F,WHITE,U,A,over_60,50_to_54,Staff,0.0015616599566429235,3229.0,wol2wp_CksKHwp0=,Retirement
7786,over_5,Administrative Services,42.5209,7,M,BLACK,U,A,over_60,40_to_44,Staff,0.002728448497302851,4088.0,wol2wp_CksKDwp0=,Retirement
5811,over_5,Self Sufficiency,29.9079,6,F,HISPA,U,A,over_60,40_to_44,Staff,0.0026823438306659785,1330.0,wol1wqjCmsKFwqU=,Retirement
2198,over_5,Children Services,12.5353,2,F,WHITE,U,A,over_60,55_to_59,Staff,0.00021933575978161924,2198.0,wol1wqjCmcKMwp0=,Retirement
6819,over_5,Children Services,21.2498,9,F,WHITE,U,A,50_to_54,30_to_34,Staff,0.0013721366769321014,6819.0,wol1wqjCmcKKwqU=,Retirement
898,1_to_2,Children Services,26.3212,2,F,WHITE,U,A,over_60,over_60,Staff,0.00027839643652561246,898.0,wol1wqjCmcKIwqE=,Retirement
1992,over_5,Children Services,28.1158,6,F,WHITE,U,A,.under_29,.under_29,Staff,0.004155020080321286,674.0,wol1wqjCmcKHwqQ=,V Termination
4733,over_5,Administrative Services,36.0658,6,F,WHITE,U,A,55_to_59,45_to_49,Staff,0.0030502007183604483,1680.0,wol1wqjCmcKHwp8=,Retirement
2571,over_5,Children Services,27.374,4,M,HISPA,U,A,30_to_34,.under_29,Staff,0.0022880591209646054,1113.0,wol1wqjCmcKGwqU=,V Termination
2654,over_5,Self Sufficiency,17.6581,2,F,WHITE,U,A,50_to_54,45_to_49,Staff,0.00010101733232856083,1561.0,wol1wqjCmcKGwp8=,Retirement
7190,over_5,Self Sufficiency,31.8712,8,M,HISPA,U,A,over_60,50_to_54,Staff,0.001616383866481224,4948.0,wol1wqjCmcKEwp4=,Retirement
7255,over_5,Adult Services,39.3283,11,F,WHITE,U,A,55_to_59,40_to_44,Staff,0.0029632942798070295,337.0,wol1wqjCmMKKwp4=,Retirement
5980,over_5,Self Sufficiency,38.1084,8,F,ASIAN,U,A,over_60,45_to_49,Staff,0.0034235117056856195,5474.0,wol1wqjCl8KMwqM=,Retirement
7488,over_5,Self Sufficiency,27.6237,6,F,WHITE,U,A,55_to_59,40_to_44,Staff,0.0014813969017094019,7488.0,wol1wqjCl8KLwqY=,Retirement
1150,1_to_2,Self Sufficiency,15.358,4,F,HISPA,U,A,.under_29,.under_29,Staff,0.0027379130434782607,618.0,wol1wqjCl8KJwqA=,V Termination
4649,over_5,Administrative Services,23.9374,1,M,WHITE,U,A,over_60,over_60,Staff,0.0,4649.0,wol1wqjCl8KIwqE=,Retirement
3082,over_5,Self Sufficiency,18.6293,1,F,WHITE,U,A,over_60,over_60,Staff,0.0,3082.0,wol1wqjCl8KFwqY=,Retirement
7436,over_5,Adult Services,24.0778,8,F,BLACK,U,A,over_60,40_to_44,Staff,0.001944298009682625,2283.0,wol1wqjCl8KDwp0=,Retirement
2057,over_5,Self Sufficiency,18.6137,2,M,WHITE,U,A,35_to_39,35_to_39,Staff,0.0018442877977637342,1133.0,wol1wqjClsKHwqU=,V Termination
1876,1_to_2,Other,33.41,4,,WHITE,,,,,Staff,0.002713219616204689,1876.0,wol1wqjClsKHwp4=,V Termination
3865,over_5,Adult Services,29.4882,5,F,HISPA,U,A,40_to_44,35_to_39,Staff,0.002540077619663648,1092.0,wol1wqjClsKEwqQ=,V Termination
414,1_to_2,Self Sufficiency,11.3698,1,F,BLACK,U,A,.under_29,.under_29,Staff,0.0,414.0,wol1wqjClcKJwqU=,IV Termination
5503,over_5,Self Sufficiency,17.8686,7,F,HISPA,U,A,over_60,50_to_54,Staff,0.0014256223877884791,5503.0,wol1wqjClcKDwqY=,V Termination
1704,3_to_4,Adult Services,22.1561,2,F,WHITE,U,A,50_to_54,45_to_49,Staff,0.0011472417840375578,1001.0,wol1wqjClMKGwqI=,V Termination
1471,3_to_4,Other,12.7263,3,,WHITE,,,,,Staff,0.0011579197824609113,728.0,wol1wqjCk8KKwqU=,V Termination
4192,over_5,Self Sufficiency,19.4816,8,F,WHITE,U,A,over_60,50_to_54,Staff,0.0020447519083969467,2569.0,wol1wqjCk8KGwqQ=,IV Termination
1876,over_5,Self Sufficiency,17.6581,5,M,HISPA,U,A,30_to_34,.under_29,Staff,0.0016936567164179109,1736.0,wol1wqjCk8KDwqA=,V Termination
2008,3_to_4,Other,19.8817,4,,HISPA,,,,,Staff,0.0039400896414342615,1400.0,wol1wqjCksKMwqM=,IV Termination
3222,over_5,Adult Services,18.0852,7,F,BLACK,U,A,50_to_54,45_to_49,Staff,0.002176039726877716,2564.0,wol1wqjCksKEwqI=,Retirement
5644,over_5,Administrative Services,51.6727,6,M,BLACK,U,A,over_60,50_to_54,Manager,0.004411357193479802,5152.0,wol1wqfCm8KJwqE=,Retirement
5601,over_5,Self Sufficiency,26.7326,3,F,WHITE,U,A,50_to_54,35_to_39,Supervisor,0.0003372433494018931,5601.0,wol1wqfCmsKKwqI=,Retirement
6475,over_5,Adult Services,44.6776,10,M,HISPA,U,A,over_60,50_to_54,Supervisor,0.002694965250965251,56.0,wol1wqfCmsKIwqY=,Retirement
1108,3_to_4,Finance and Forecasting,11.97,1,F,WHITE,U,A,.under_29,.under_29,Staff,0.0,1108.0,wol1wqfCmsKIwqQ=,V Termination
8066,over_5,Self Sufficiency,27.6237,5,F,HISPA,U,A,55_to_59,40_to_44,Staff,0.0008008802380362014,8066.0,wol1wqfCmsKIwp8=,Retirement
1,.under_1,Self Sufficiency,9.62,1,F,HISPA,U,A,.under_29,.under_29,Staff,0.0,1.0,wol1wqfCmsKHwqE=,IV Termination
6737,over_5,Administrative Services,30.9382,6,F,BLACK,U,A,over_60,45_to_49,Staff,0.0015619415169956948,5350.0,wol1wqfCmcKLwqY=,Retirement
2775,over_5,Administrative Services,34.4607,3,F,WHITE,U,A,50_to_54,45_to_49,Staff,0.00461646846846847,952.0,wol1wqfCmcKHwqQ=,Retirement
6945,over_5,Self Sufficiency,27.6237,5,F,WHITE,U,A,over_60,50_to_54,Staff,0.0012950899928005758,6945.0,wol1wqfCmcKHwqE=,Retirement
2094,over_5,Self Sufficiency,17.19224,2,F,WHITE,U,A,55_to_59,55_to_59,Staff,0.00031577841451767096,2094.0,wol1wqfCmcKHwp8=,Retirement
333,.under_1,Children Services,24.89,1,F,WHITE,U,A,over_60,over_60,Staff,0.0,333.0,wol1wqfCmMKIwqE=,IV Termination
6327,over_5,Self Sufficiency,31.8712,7,F,HISPA,U,A,55_to_59,40_to_44,Staff,0.002568547494863285,4633.0,wol1wqfCl8KJwqA=,Retirement
5804,over_5,Children Services,20.5008,10,F,BLACK,U,A,over_60,45_to_49,Staff,0.0013560992419021367,2863.0,wol1wqfCl8KIwqE=,Retirement
1528,3_to_4,Children Services,15.2374,4,F,HISPA,U,A,.under_29,.under_29,Staff,0.0016736910994764394,1528.0,wol1wqfCl8KEwqE=,V Termination
1745,3_to_4,Self Sufficiency,16.7573,2,F,WHITE,U,A,over_60,over_60,Staff,0.0025145558739255013,1381.0,wol1wqfClsKGwp8=,Retirement
1644,3_to_4,Administrative Services,25.813,1,M,WHITE,U,A,50_to_54,50_to_54,Staff,0.0,1644.0,wol1wqfClsKFwqM=,Retirement
2133,over_5,Self Sufficiency,28.4725,5,M,WHITE,U,A,30_to_34,.under_29,Supervisor,0.0028783403656821387,2133.0,wol1wqfClcKKwqI=,V Termination
5786,over_5,Self Sufficiency,29.9079,12,F,WHITE,U,A,45_to_49,30_to_34,Staff,0.0030588489457310753,3574.0,wol1wqfClcKHwp4=,IV Termination
2525,over_5,Administrative Services,16.1436,3,M,HISPA,U,A,55_to_59,55_to_59,Staff,0.0008645544554455445,2525.0,wol1wqfClMKJwp4=,IV Termination
218,.under_1,Administrative Services,10.2,1,M,WHITE,U,A,.under_29,.under_29,Staff,0.0,218.0,wol1wqfClMKIwqU=,V Termination
3346,over_5,Children Services,16.2804,6,F,ASIAN,U,A,30_to_34,.under_29,Staff,0.0019178123132098028,3346.0,wol1wqfClMKHwqE=,V Termination
4539,over_5,Public Authority,43.878,5,M,WHITE,U,A,50_to_54,40_to_44,Manager,0.003773606521260189,1514.0,wol1wqfCk8KIwqE=,Retirement
3502,over_5,Children Services,20.6718,4,F,HISPA,U,A,50_to_54,40_to_44,Supervisor,0.003284351798972016,2296.0,wol1wqfCksKMwqQ=,V Termination
1,.under_1,Self Sufficiency,11.35,1,F,WHITE,U,A,40_to_44,40_to_44,Staff,0.0,1.0,wol1wqbCm8KLwp4=,IV Termination
2312,3_to_4,Other,35.92,4,,ASIAN,,,,,Staff,0.004270847750865053,1680.0,wol1wqbCm8KHwqY=,V Termination
1233,3_to_4,Self Sufficiency,20.1654,1,F,WHITE,U,A,over_60,over_60,Supervisor,0.0,1233.0,wol1wqbCmsKLwp0=,Retirement
117,.under_1,Self Sufficiency,10.76,2,M,HISPA,U,A,30_to_34,30_to_34,Staff,0.0040017094017093975,65.0,wol1wqbCmsKIwp4=,IV Termination
4334,over_5,Other,21.7651,4,,WHITE,,,,,Staff,0.00025177664974619304,408.0,wol1wqbCmMKGwqI=,IV Termination
826,1_to_2,Self Sufficiency,13.7464,2,F,BLACK,U,A,.under_29,.under_29,Staff,0.002150605326876512,602.0,wol1wqbCmMKDwqE=,V Termination
6725,over_5,Children Services,20.8128,8,F,BLACK,U,A,45_to_49,.under_29,Staff,0.0016119553903345724,2.0,wol1wqbClsKFwqY=,V Termination
987,1_to_2,Children Services,11.266,2,F,WHITE,U,A,.under_29,.under_29,Staff,0.0017756838905775068,635.0,wol1wqbClsKDwp0=,V Termination
1684,3_to_4,Other,17.01,4,,WHITE,,,,,Staff,0.0048515439429928755,36.0,wol1wqbClcKFwqM=,V Termination
3235,3_to_4,Other,38.3638,6,,WHITE,,,,,Supervisor,0.004343740340030911,1105.0,wol1wqbClMKMwp4=,V Termination
4340,over_5,Self Sufficiency,21.7373,2,F,WHITE,U,A,50_to_54,45_to_49,Staff,0.0017088709677419358,4340.0,wol1wqbCk8KKwqM=,Retirement
2129,over_5,Self Sufficiency,17.1922,1,F,WHITE,U,A,40_to_44,40_to_44,Staff,0.0,2129.0,wol1wqbCk8KKwqA=,V Termination
379,.under_1,Children Services,10.0234,4,F,BLACK,U,A,.under_29,.under_29,Staff,0.0019087071240105537,126.0,wol1wqbCk8KEwp4=,IV Termination
5082,over_5,Other,33.3008,10,,HISPA,,,,,Staff,0.0028277843368752463,238.0,wol1wqbCksKKwqY=,IV Termination
168,.under_1,Self Sufficiency,11.35,1,F,HISPA,U,A,.under_29,.under_29,Staff,0.0,168.0,wol1wqbCksKJwp4=,V Termination
953,1_to_2,Self Sufficiency,20.4154,3,F,WHITE,U,A,30_to_34,.under_29,Supervisor,0.0041189926547744,840.0,wol1wqbCksKIwqI=,V Termination
1545,3_to_4,Children Services,24.9646,1,F,WHITE,U,A,55_to_59,55_to_59,Staff,0.0,1545.0,wol1wqbCksKEwqA=,V Termination
2651,over_5,Children Services,25.0618,5,F,WHITE,U,A,30_to_34,.under_29,Staff,0.0026677480196152406,605.0,wol1wqXCm8KMwqE=,IV Termination
2219,over_5,Administrative Services,12.1652,3,F,WHITE,U,A,35_to_39,35_to_39,Staff,0.0006710229833258227,2219.0,wol1wqXCm8KKwqY=,V Termination
4419,over_5,Children Services,21.7373,3,M,BLACK,U,A,over_60,over_60,Staff,0.0005979407105680024,4419.0,wol1wqXCm8KDwqA=,Retirement
5710,over_5,Self Sufficiency,31.2463,10,F,WHITE,U,A,55_to_59,40_to_44,Staff,0.0026648511383537653,4072.0,wol1wqXCm8KDwp4=,Retirement
4222,over_5,Self Sufficiency,18.0852,3,F,WHITE,U,A,55_to_59,50_to_54,Staff,0.0009878730459497867,4222.0,wol1wqXCmsKKwqQ=,Retirement
1488,3_to_4,Adult Services,24.3118,1,M,WHITE,U,A,45_to_49,45_to_49,Staff,0.0,1488.0,wol1wqXCmsKJwqE=,V Termination
3828,over_5,Self Sufficiency,21.1638,2,F,WHITE,U,A,45_to_49,35_to_39,Staff,0.0015379832810867287,3828.0,wol1wqXCmsKGwqA=,V Termination
3383,over_5,Self Sufficiency,21.1638,7,F,HISPA,U,A,50_to_54,45_to_49,Staff,0.0034438072716523787,2796.0,wol1wqXCmcKLwqA=,Retirement
575,1_to_2,Children Services,21.1804,1,F,WHITE,U,A,30_to_34,30_to_34,Staff,0.0,575.0,wol1wqXCmcKJwqU=,IV Termination
5482,over_5,Administrative Services,17.9113,7,M,WHITE,U,A,50_to_54,40_to_44,Staff,0.0010363553447646846,1995.0,wol1wqXCmcKEwqY=,IV Termination
75,.under_1,Self Sufficiency,11.35,2,F,BLACK,U,A,30_to_34,30_to_34,Staff,0.007866666666666664,5.0,wol1wqXCmMKMwp8=,V Termination
2829,over_5,Adult Services,33.5663,3,M,WHITE,U,A,55_to_59,50_to_54,Supervisor,0.0014426652527394835,2829.0,wol1wqXCl8KJwqU=,Retirement
3416,over_5,Self Sufficiency,25.009,3,M,WHITE,U,A,over_60,over_60,Staff,0.0006467505854800934,251.0,wol1wqXClsKHwqI=,Retirement
3842,over_5,Self Sufficiency,20.1028,2,F,WHITE,U,A,over_60,over_60,Staff,0.00026231129619989576,3842.0,wol1wqXClsKGwp4=,Retirement
1149,3_to_4,Self Sufficiency,16.93,2,M,HISPA,U,A,40_to_44,40_to_44,Staff,0.0007658833768494335,14.0,wol1wqXClsKFwp8=,V Termination
5007,over_5,Children Services,30.078,15,F,WHITE,U,A,35_to_39,.under_29,Staff,0.0036630716996205316,2458.0,wol1wqXClsKEwqA=,IV Termination
5658,over_5,Administrative Services,29.3215,5,F,WHITE,U,A,over_60,55_to_59,Staff,0.001335524920466596,5658.0,wol1wqXClsKDwqI=,Retirement
4038,over_5,Administrative Services,35.3158,8,F,BLACK,U,A,35_to_39,.under_29,Supervisor,0.00455567112431897,692.0,wol1wqXClMKHwp4=,IV Termination
5070,over_5,Other,50.8148,10,,ASIAN,,,,,Staff,0.004732702169625246,406.0,wol1wqXClMKDwp0=,IV Termination
2395,over_5,Other,28.3244,4,,ASIAN,,,,,Staff,0.001781878914405011,2395.0,wol1wqXCk8KIwp4=,Retirement
1165,3_to_4,Self Sufficiency,10.76,1,F,WHITE,U,A,.under_29,.under_29,Staff,0.0,1165.0,wol1wqXCk8KGwqI=,V Termination
1265,3_to_4,Children Services,23.2263,2,F,HISPA,U,A,35_to_39,35_to_39,Staff,0.0016173122529644266,1265.0,wol1wqXCksKEwqY=,IV Termination
3746,over_5,Self Sufficiency,14.8639,4,F,WHITE,U,A,45_to_49,40_to_44,Staff,0.0010955419113721301,1435.0,wol1wqXCksKEwp8=,V Termination
5735,over_5,Self Sufficiency,31.2463,6,F,WHITE,U,A,55_to_59,45_to_49,Staff,0.0013988491717523976,5735.0,wol1wqTCm8KMwqQ=,Retirement
4580,over_5,Children Services,32.6478,6,F,AMIND,U,A,over_60,50_to_54,Staff,0.00197768558951965,4228.0,wol1wqTCm8KLwqI=,Retirement
3692,over_5,Children Services,31.7864,3,M,WHITE,U,A,55_to_59,50_to_54,Staff,0.0014802816901408448,3692.0,wol1wqTCm8KJwqA=,Retirement
5036,over_5,Other,29.4882,10,,WHITE,,,,,Staff,0.0035044082605242255,1750.0,wol1wqTCmsKIwqQ=,Retirement
1092,1_to_2,Self Sufficiency,15.2764,1,F,WHITE,U,A,30_to_34,30_to_34,Staff,0.0,1092.0,wol1wqTCmsKIwqI=,V Termination
6004,over_5,Self Sufficiency,23.2284,5,F,WHITE,U,A,over_60,45_to_49,Staff,0.0010053630912724852,6004.0,wol1wqTCmMKMwp8=,Retirement
1644,3_to_4,Adult Services,24.9646,1,M,WHITE,U,A,over_60,over_60,Staff,0.0,1644.0,wol1wqTCmMKJwqA=,Retirement
252,.under_1,Self Sufficiency,11.35,1,M,WHITE,U,A,.under_29,.under_29,Staff,0.0,252.0,wol1wqTCmMKJwp0=,V Termination
4678,over_5,Administrative Services,32.2678,5,F,WHITE,U,A,over_60,50_to_54,Staff,0.002047413424540402,4146.0,wol1wqTCmMKEwqI=,Retirement
1796,3_to_4,Children Services,15.2374,4,F,BLACK,U,A,.under_29,.under_29,Staff,0.0010397550111358575,1796.0,wol1wqTCmMKEwp4=,V Termination
1694,3_to_4,Administrative Services,34.5024,4,M,WHITE,U,A,45_to_49,40_to_44,Staff,0.0025279811097992932,1694.0,wol1wqTCl8KDwp4=,V Termination
5046,over_5,Self Sufficiency,28.7652,6,F,AMIND,U,A,over_60,50_to_54,Supervisor,0.002424534284581847,3603.0,wol1wqTClsKLwqI=,IV Termination
4228,over_5,Self Sufficiency,25.7593,6,F,WHITE,U,A,over_60,50_to_54,Staff,0.0011091059602649006,4228.0,wol1wqTClsKFwqM=,Retirement
3851,over_5,Self Sufficiency,24.1882,3,F,WHITE,U,A,50_to_54,40_to_44,Supervisor,0.0009796935860815364,3851.0,wol1wqTClcKMwqI=,Retirement
2589,over_5,Self Sufficiency,19.095,4,F,WHITE,U,A,35_to_39,30_to_34,Staff,0.0017822325222093466,2589.0,wol1wqTClcKGwqU=,V Termination
105,.under_1,Self Sufficiency,11.35,2,M,HISPA,U,A,40_to_44,40_to_44,Staff,0.005619047619047617,35.0,wol1wqTClcKFwqA=,V Termination
2161,over_5,Children Services,23.2714,4,M,BLACK,U,A,55_to_59,45_to_49,Staff,0.001666173068024063,155.0,wol1wqTClcKEwqM=,V Termination
1,.under_1,Self Sufficiency,11.97,1,M,WHITE,U,A,.under_29,.under_29,Staff,0.0,1.0,wol1wqTClMKFwqE=,IV Termination
3893,over_5,Self Sufficiency,20.1028,1,F,WHITE,U,A,55_to_59,55_to_59,Staff,0.0,3893.0,wol1wqTCk8KIwp0=,Retirement
3921,over_5,Self Sufficiency,20.1028,1,F,WHITE,U,A,over_60,over_60,Staff,0.0,3921.0,wol1wqTCk8KHwqI=,Retirement
4418,over_5,Self Sufficiency,24.8437,5,M,ASIAN,U,A,55_to_59,50_to_54,Supervisor,0.0010023313716613844,4418.0,wol1wqTCk8KEwqU=,Retirement
2913,over_5,Self Sufficiency,13.7794,2,F,WHITE,U,A,50_to_54,45_to_49,Staff,0.000592584963954686,2913.0,wol1wqTCk8KDwp0=,Retirement
4363,over_5,Self Sufficiency,21.7373,4,F,WHITE,U,A,50_to_54,40_to_44,Staff,0.0018681870272748114,4363.0,wol1wqTCksKMwp8=,V Termination
1780,3_to_4,Children Services,28.1158,3,M,WHITE,U,A,55_to_59,50_to_54,Staff,0.0011486516853932579,1780.0,wol1wqTCksKMwp4=,Retirement
5005,over_5,Self Sufficiency,29.0384,5,F,HISPA,U,A,50_to_54,35_to_39,Staff,0.00168007992007992,5005.0,wol1wqTCksKLwqE=,Retirement
6299,over_5,Self Sufficiency,40.1932,8,F,WHITE,U,A,55_to_59,40_to_44,Staff,0.002459723765677091,979.0,wol1wqTCksKJwqU=,Retirement
2254,3_to_4,Other,18.5852,7,,HISPA,,,,,Staff,0.0033762200532386874,98.0,wol1wqTCksKIwp4=,IV Termination
685,1_to_2,Adult Services,14.4808,1,M,WHITE,U,A,35_to_39,35_to_39,Staff,0.0,685.0,wol1wqTCksKEwqQ=,V Termination
7610,over_5,Self Sufficiency,53.0661,9,F,BLACK,U,A,over_60,45_to_49,Executive,0.003991603153745072,2359.0,wol1wqPCm8KIwqE=,Retirement
6433,over_5,Administrative Services,25.1491,2,F,WHITE,U,A,over_60,55_to_59,Staff,0.0002509404632364371,6433.0,wol1wqPCm8KHwqU=,Retirement
565,1_to_2,Administrative Services,17.7602,2,M,WHITE,U,A,over_60,over_60,Manager,0.0013277876106194682,565.0,wol1wqPCm8KFwqY=,Retirement
4104,over_5,Self Sufficiency,23.5348,6,F,AMIND,U,A,45_to_49,40_to_44,Staff,0.0008199561403508777,4104.0,wol1wqPCmsKJwqE=,V Termination
1639,3_to_4,Administrative Services,23.5468,2,F,WHITE,U,A,55_to_59,50_to_54,Staff,0.0003733984136668712,1639.0,wol1wqPCmsKEwqI=,Retirement
3033,over_5,Administrative Services,27.769,2,F,ASIAN,U,A,over_60,55_to_59,Staff,0.0007934718100890199,3033.0,wol1wqPCmcKKwp0=,Retirement
2249,over_5,Self Sufficiency,24.2806,1,F,WHITE,U,A,over_60,over_60,Staff,0.0,2249.0,wol1wqPCmcKFwp8=,Retirement
6665,over_5,Administrative Services,25.1491,6,F,WHITE,U,A,55_to_59,45_to_49,Staff,0.0010879669917479371,6665.0,wol1wqPCmcKFwp0=,Retirement
2450,3_to_4,Administrative Services,21.7002,5,F,WHITE,U,A,.under_29,.under_29,Staff,0.004377551020408163,1988.0,wol1wqPCmMKDwp0=,V Termination
3744,over_5,Administrative Services,21.6292,3,F,WHITE,U,A,55_to_59,50_to_54,Staff,0.0003241987179487177,2063.0,wol1wqPCl8KEwqY=,Retirement
4382,over_5,Other,16.3776,8,,HISPA,,,,,Staff,0.0014865814696485625,2379.0,wol1wqPClsKMwqA=,V Termination
1349,3_to_4,Administrative Services,17.659,4,F,WHITE,U,A,40_to_44,40_to_44,Staff,0.0017661971830985903,994.0,wol1wqPClsKGwqE=,V Termination
6390,over_5,Other,59.0,7,,WHITE,,,,,Executive,0.004618935837245697,1096.0,wol1wqPClcKMwqI=,Retirement
4872,over_5,Other,35.0006,5,,BLACK,,,,,Supervisor,0.002373973727422003,2562.0,wol1wqPClcKKwp4=,V Termination
3842,over_5,Adult Services,30.1482,3,F,HISPA,U,A,over_60,55_to_59,Staff,0.0013491931285788648,3842.0,wol1wqPClcKDwp8=,Retirement
2240,over_5,Self Sufficiency,17.1922,2,F,WHITE,U,A,40_to_44,40_to_44,Staff,0.0008552678571428567,2240.0,wol1wqPClMKIwqM=,V Termination
1616,3_to_4,Self Sufficiency,14.4808,1,M,WHITE,U,A,30_to_34,30_to_34,Staff,0.0,1616.0,wol1wqPClMKFwp4=,V Termination
6888,over_5,Self Sufficiency,21.2498,7,F,AMIND,U,A,45_to_49,.under_29,Staff,0.0016042102206736354,6888.0,wol1wqPCk8KJwqQ=,V Termination
7216,over_5,Self Sufficiency,57.5789,5,M,WHITE,U,A,55_to_59,40_to_44,Manager,0.004994304323725055,6418.0,wol1wqPCk8KJwqI=,Retirement
2038,over_5,Self Sufficiency,15.2764,1,M,HISPA,U,A,over_60,over_60,Staff,0.0,2038.0,wol1wqPCksKIwqU=,Retirement
1373,3_to_4,Self Sufficiency,17.6581,3,F,WHITE,U,A,over_60,55_to_59,Staff,0.0014698470502549166,1279.0,wol1wqPCksKDwqY=,V Termination
3403,over_5,Self Sufficiency,27.1732,5,F,BLACK,U,A,55_to_59,45_to_49,Staff,0.0025663238319130178,3340.0,wol1wqPCksKDwqQ=,Retirement
288,.under_1,Self Sufficiency,11.97,1,F,HISPA,U,A,30_to_34,30_to_34,Staff,0.0,288.0,wol1wqLCm8KGwqI=,V Termination
2788,over_5,Administrative Services,20.6739,3,F,WHITE,U,A,over_60,55_to_59,Staff,0.000995731707317073,2788.0,wol1wqLCm8KEwp8=,Retirement
133,.under_1,Self Sufficiency,9.17,1,F,HISPA,U,A,.under_29,.under_29,Staff,0.0,133.0,wol1wqLCm8KDwqA=,IV Termination
6798,over_5,Self Sufficiency,27.6237,13,F,WHITE,U,A,50_to_54,35_to_39,Staff,0.00233696675492792,295.0,wol1wqLCmcKLwqU=,Retirement
3863,over_5,Administrative Services,42.4871,3,F,WHITE,U,A,50_to_54,45_to_49,Staff,0.003698964535335231,2408.0,wol1wqLCmcKGwp0=,Retirement
1743,3_to_4,Self Sufficiency,12.0532,1,F,BLACK,U,A,40_to_44,40_to_44,Staff,0.0,1743.0,wol1wqLCmMKMwqU=,V Termination
7151,over_5,Other,35.7694,4,,ASIAN,,,,,Staff,0.0020636834009229474,4476.0,wol1wqLCmMKLwp4=,Retirement
