duration,tenure_group,division,comprate,num_of_pay_raise,sex,ethnicity,mar_status,highest_educ_lvl,end_age_group,start_age_group,classification,pay_increase_ot,last_jobtitle_duration,emplid_sec,event
178,.under_1,Children Services,22.749,1,F,WHITE,S,A,35_to_39,35_to_39,Staff,0.0,178.0,wop1wqjClsKLwqY=,V Termination
115,.under_1,Children Services,19.8212,1,F,HISPA,S,A,.under_29,.under_29,Staff,0.0,115.0,wop1wqjClsKLwqU=,V Termination
351,.under_1,Children Services,26.6633,1,M,BLACK,S,A,over_60,55_to_59,Staff,0.0,351.0,wop1wqjClsKLwp8=,IV Termination
231,.under_1,Other,9.8939,2,,BLACK,,,,,Staff,0.0038696969696969713,95.0,wop1wqjClsKKwqE=,V Termination
2459,over_5,Children Services,26.4562,1,F,HISPA,S,A,45_to_49,45_to_49,Staff,0.0,2459.0,wop1wqjClsKKwp8=,Retirement
4858,over_5,Administrative Services,42.5663,7,M,WHITE,S,A,55_to_59,40_to_44,Staff,0.005153622890078221,1988.0,wop1wqjClsKJwqQ=,Retirement
573,1_to_2,Other,10.38,3,,PACIF,,,,,Staff,0.0017975567190226895,335.0,wop1wqjClsKJwp8=,IV Termination
1903,3_to_4,Self Sufficiency,14.6331,2,F,HISPA,S,A,40_to_44,35_to_39,Staff,0.002776195480819759,1735.0,wop1wqjClsKIwqI=,IV Termination
2929,over_5,Other,19.6706,7,,HISPA,,,,,Staff,0.0029648344144759305,2100.0,wop1wqjClsKFwqM=,Retirement
3494,over_5,Children Services,17.5182,5,F,,S,A,40_to_44,30_to_34,Staff,0.0018693760732684606,3066.0,wop1wqjClsKDwp4=,V Termination
2569,over_5,Self Sufficiency,19.0381,6,F,HISPA,S,A,30_to_34,.under_29,Staff,0.003911288439081354,1939.0,wop1wqjClcKIwqI=,V Termination
5906,over_5,Self Sufficiency,21.2498,8,F,BLACK,S,A,over_60,50_to_54,Staff,0.001904808669150017,5416.0,wop1wqjClcKHwqA=,Retirement
28,.under_1,Administrative Services,10.9866,1,F,HISPA,S,A,35_to_39,35_to_39,Staff,0.0,28.0,wop1wqjClcKGwp4=,IV Termination
5480,over_5,Self Sufficiency,24.5091,8,F,HISPA,S,A,35_to_39,.under_29,Staff,0.0028319525547445255,356.0,wop1wqjClcKEwqM=,V Termination
979,1_to_2,Children Services,12.8803,3,F,WHITE,S,A,.under_29,.under_29,Staff,0.003973748723186925,125.0,wop1wqjClMKMwqY=,V Termination
678,1_to_2,Administrative Services,12.9043,2,M,BLACK,S,A,30_to_34,30_to_34,Staff,0.0024104719764011795,230.0,wop1wqjClMKJwqM=,V Termination
289,.under_1,Self Sufficiency,15.5461,1,F,HISPA,S,A,30_to_34,30_to_34,Staff,0.0,289.0,wop1wqjClMKIwp8=,IV Termination
640,1_to_2,Children Services,25.9811,4,F,WHITE,S,A,.under_29,.under_29,Staff,0.01753125,10.0,wop1wqjClMKDwp0=,V Termination
6158,over_5,Children Services,40.1149,9,F,WHITE,S,A,35_to_39,.under_29,Staff,0.0041172133809678465,5528.0,wop1wqjCk8KMwqY=,V Termination
523,.under_1,Adult Services,39.3283,2,F,WHITE,S,A,40_to_44,.under_29,Staff,0.057956978967495215,266.0,wop1wqjCk8KMwqQ=,V Termination
2539,over_5,Children Services,31.7864,4,F,HISPA,S,A,35_to_39,.under_29,Staff,0.006705513981882631,1881.0,wop1wqjCk8KMwqI=,V Termination
2408,over_5,Self Sufficiency,21.1474,6,F,HISPA,S,A,30_to_34,.under_29,Staff,0.0044715116279069765,1232.0,wop1wqjCk8KIwqI=,V Termination
222,.under_1,Self Sufficiency,11.5806,2,F,BLACK,S,A,30_to_34,30_to_34,Staff,0.01166936936936937,26.0,wop1wqjCk8KHwqA=,V Termination
243,.under_1,Other,12.0624,3,,WHITE,,,,,Staff,0.006304526748971194,154.0,wop1wqjCk8KGwqY=,V Termination
475,1_to_2,Administrative Services,34.73,1,M,BLACK,S,A,35_to_39,35_to_39,Staff,0.0,475.0,wop1wqjCk8KFwqY=,V Termination
6168,over_5,Children Services,40.1149,10,M,WHITE,S,A,50_to_54,35_to_39,Staff,0.002932441634241245,5675.0,wop1wqjCk8KEwqU=,IV Termination
698,1_to_2,Children Services,28.7341,3,F,WHITE,S,A,30_to_34,30_to_34,Supervisor,0.006811747851002865,541.0,wop1wqjCk8KEwqM=,V Termination
1200,3_to_4,Children Services,31.1631,3,F,WHITE,S,A,55_to_59,55_to_59,Staff,0.0037498333333333338,1200.0,wop1wqjCk8KDwqY=,Retirement
1388,3_to_4,Children Services,25.9811,4,M,BLACK,S,A,35_to_39,35_to_39,Staff,0.008083573487031702,728.0,wop1wqjCk8KDwqQ=,V Termination
3634,over_5,Self Sufficiency,20.1064,8,F,BLACK,S,A,30_to_34,.under_29,Staff,0.002959933957072097,2150.0,wop1wqjCksKLwqE=,V Termination
3471,over_5,Other,18.7934,8,,WHITE,,,,,Staff,0.0027206568712186685,193.0,wop1wqjCksKJwqY=,IV Termination
163,.under_1,Children Services,21.5715,1,F,HISPA,S,A,30_to_34,30_to_34,Staff,0.0,163.0,wop1wqjCksKJwp4=,IV Termination
2774,over_5,Children Services,34.2457,9,F,WHITE,S,A,30_to_34,.under_29,Supervisor,0.007024008651766402,694.0,wop1wqjCksKHwqY=,V Termination
1038,1_to_2,Children Services,27.939,5,F,WHITE,S,A,.under_29,.under_29,Staff,0.012695472061657031,330.0,wop1wqjCksKHwqA=,V Termination
2406,over_5,Children Services,31.7864,4,F,WHITE,S,A,40_to_44,35_to_39,Staff,0.003756192851205321,2042.0,wop1wqjCksKHwp0=,IV Termination
568,1_to_2,Children Services,23.3622,2,F,BLACK,S,A,.under_29,.under_29,Staff,0.015142781690140847,294.0,wop1wqjCksKGwqM=,V Termination
3740,over_5,Children Services,35.8327,8,F,WHITE,S,A,40_to_44,30_to_34,Staff,0.005634117647058824,3102.0,wop1wqjCksKGwqA=,Retirement
308,.under_1,Self Sufficiency,9.8939,2,F,HISPA,S,A,30_to_34,30_to_34,Staff,0.00293474025974026,126.0,wop1wqjCksKFwqE=,V Termination
3363,over_5,Children Services,40.7066,6,M,WHITE,S,A,over_60,55_to_59,Supervisor,0.0032840915848944404,2343.0,wop1wqfCm8KMwqQ=,Retirement
2878,over_5,Adult Services,15.1697,9,F,HISPA,S,A,35_to_39,.under_29,Staff,0.0020221334259902714,1842.0,wop1wqfCm8KLwqM=,IV Termination
3351,over_5,Administrative Services,18.2695,5,M,WHITE,S,A,.under_29,.under_29,Staff,0.002810951954640406,2119.0,wop1wqfCm8KKwp0=,IV Termination
208,.under_1,Self Sufficiency,15.0873,3,F,HISPA,S,A,.under_29,.under_29,Staff,0.011502403846153846,49.0,wop1wqfCm8KJwqU=,V Termination
4556,over_5,Children Services,36.2967,8,F,WHITE,S,A,55_to_59,45_to_49,Staff,0.004842712906057946,3184.0,wop1wqfCm8KJwqE=,Retirement
1495,3_to_4,Children Services,14.4312,4,F,HISPA,S,A,55_to_59,50_to_54,Staff,0.0013971237458193988,1495.0,wop1wqfCm8KJwp0=,IV Termination
5069,over_5,Other,29.4488,5,,WHITE,,,,,Staff,0.004030775300848294,2198.0,wop1wqfCm8KIwqM=,Retirement
311,.under_1,Children Services,22.1443,1,F,BLACK,S,A,.under_29,.under_29,Staff,0.0,311.0,wop1wqfCm8KHwqU=,V Termination
465,1_to_2,Children Services,24.6266,3,F,BLACK,S,A,.under_29,.under_29,Staff,0.0053382795698924705,70.0,wop1wqfCm8KHwqM=,V Termination
2294,over_5,Children Services,31.7864,5,F,HISPA,S,A,35_to_39,.under_29,Staff,0.004203182214472537,1927.0,wop1wqfCm8KHwqI=,V Termination
3682,over_5,Self Sufficiency,22.0188,6,F,WHITE,S,A,50_to_54,40_to_44,Staff,0.0028349266702878866,3094.0,wop1wqfCm8KGwp0=,Retirement
512,1_to_2,Self Sufficiency,12.8642,3,F,WHITE,S,A,50_to_54,45_to_49,Staff,0.0025070312499999997,400.0,wop1wqfCm8KFwqY=,IV Termination
140,.under_1,Self Sufficiency,12.2065,2,F,WHITE,S,A,30_to_34,30_to_34,Staff,0.004470714285714284,28.0,wop1wqfCm8KFwqQ=,IV Termination
322,.under_1,Self Sufficiency,12.2065,2,F,BLACK,S,A,.under_29,.under_29,Staff,0.0019437888198757755,210.0,wop1wqfCm8KFwqM=,IV Termination
229,.under_1,Self Sufficiency,12.2065,2,F,BLACK,S,A,30_to_34,30_to_34,Staff,0.0027331877729257627,117.0,wop1wqfCm8KFwqI=,IV Termination
182,.under_1,Self Sufficiency,12.2065,2,F,HISPA,S,A,.under_29,.under_29,Staff,0.0034390109890109874,70.0,wop1wqfCm8KFwqE=,V Termination
264,.under_1,Self Sufficiency,12.2065,2,F,HISPA,S,A,30_to_34,30_to_34,Staff,0.002370833333333332,152.0,wop1wqfCm8KFwqA=,V Termination
246,.under_1,Self Sufficiency,12.2065,2,F,BLACK,S,A,.under_29,.under_29,Staff,0.00254430894308943,134.0,wop1wqfCm8KFwp8=,IV Termination
5194,over_5,Children Services,40.4687,10,F,WHITE,S,A,40_to_44,.under_29,Staff,0.005561821332306507,812.0,wop1wqfCm8KFwp4=,V Termination
58,.under_1,Self Sufficiency,11.5806,1,F,WHITE,S,A,40_to_44,40_to_44,Staff,0.0,58.0,wop1wqfCm8KFwp0=,IV Termination
1680,3_to_4,Self Sufficiency,18.0503,5,F,WHITE,S,A,40_to_44,35_to_39,Staff,0.0038510119047619044,1000.0,wop1wqfCm8KEwqY=,V Termination
139,.under_1,Self Sufficiency,13.0122,2,F,HISPA,S,A,35_to_39,30_to_34,Staff,0.010299280575539565,77.0,wop1wqfCm8KEwqU=,IV Termination
734,1_to_2,Self Sufficiency,15.0827,3,F,WHITE,S,A,.under_29,.under_29,Staff,0.004771253405994551,398.0,wop1wqfCm8KEwqQ=,V Termination
529,1_to_2,Self Sufficiency,12.2065,2,F,WHITE,S,A,50_to_54,50_to_54,Staff,0.001183175803402646,417.0,wop1wqfCm8KEwqM=,V Termination
4992,over_5,Other,27.6544,5,,BLACK,,,,,Staff,0.003219911858974359,4059.0,wop1wqfCm8KEwqI=,Retirement
906,1_to_2,Self Sufficiency,15.4598,5,F,AMIND,S,A,30_to_34,30_to_34,Staff,0.0042816777041942596,366.0,wop1wqfCm8KEwqE=,V Termination
506,1_to_2,Other,12.2065,3,,WHITE,,,,,Staff,0.0018270750988142294,57.0,wop1wqfCm8KEwp8=,V Termination
532,1_to_2,Self Sufficiency,13.5643,4,M,HISPA,S,A,.under_29,.under_29,Staff,0.0037287593984962385,28.0,wop1wqfCm8KEwp4=,V Termination
33,.under_1,Self Sufficiency,11.5806,1,F,WHITE,S,A,30_to_34,30_to_34,Staff,0.0,33.0,wop1wqfCm8KEwp0=,IV Termination
533,.under_1,Other,12.2065,3,,BLACK,,,,,Staff,0.0011742964352720443,259.0,wop1wqfCm8KDwqU=,IV Termination
832,1_to_2,Self Sufficiency,15.0827,4,F,BLACK,S,A,.under_29,.under_29,Staff,0.004209254807692308,342.0,wop1wqfCm8KDwqQ=,V Termination
470,1_to_2,Self Sufficiency,12.8642,2,M,WHITE,S,A,.under_29,.under_29,Staff,0.002731063829787234,358.0,wop1wqfCm8KDwqM=,IV Termination
258,.under_1,Self Sufficiency,12.2065,2,M,HISPA,S,A,.under_29,.under_29,Staff,0.0024259689922480608,146.0,wop1wqfCm8KDwp8=,IV Termination
47,.under_1,Self Sufficiency,11.5806,1,F,WHITE,S,A,30_to_34,30_to_34,Staff,0.0,47.0,wop1wqfCmsKMwqY=,IV Termination
2392,over_5,Self Sufficiency,19.0381,3,F,HISPA,S,A,35_to_39,30_to_34,Staff,0.003117683946488294,1972.0,wop1wqfCmsKMwqM=,V Termination
4506,over_5,Self Sufficiency,29.9079,11,M,WHITE,S,A,over_60,55_to_59,Staff,0.004067310252996005,3246.0,wop1wqfCmsKMwqA=,Retirement
5509,over_5,Self Sufficiency,31.5713,11,F,WHITE,S,A,over_60,45_to_49,Supervisor,0.003628734797603921,3423.0,wop1wqfCmsKLwqY=,Retirement
435,1_to_2,Self Sufficiency,13.5643,4,F,BLACK,S,A,30_to_34,30_to_34,Staff,0.004560229885057469,43.0,wop1wqfCmsKLwqA=,V Termination
462,1_to_2,Self Sufficiency,13.5643,3,F,WHITE,S,A,.under_29,.under_29,Staff,0.004293722943722942,112.0,wop1wqfCmsKLwp0=,V Termination
273,.under_1,Self Sufficiency,12.2065,2,F,HISPA,S,A,.under_29,.under_29,Staff,0.0022926739926739915,161.0,wop1wqfCmsKKwqE=,IV Termination
337,.under_1,Children Services,22.749,1,F,BLACK,S,A,.under_29,.under_29,Staff,0.0,337.0,wop1wqfCmsKHwqE=,V Termination
428,.under_1,Self Sufficiency,10.9866,2,F,WHITE,S,A,.under_29,.under_29,Staff,0.0014172897196261646,64.0,wop1wqfCmsKGwp8=,IV Termination
4292,over_5,Children Services,35.8327,7,F,WHITE,S,A,40_to_44,.under_29,Staff,0.00348091798695247,2840.0,wop1wqfCmcKGwp0=,V Termination
2429,over_5,Children Services,36.1099,6,F,HISPA,S,A,40_to_44,35_to_39,Supervisor,0.005749526554137506,949.0,wop1wqfCmcKFwqY=,V Termination
3862,over_5,Children Services,40.7066,10,F,WHITE,S,A,40_to_44,30_to_34,Supervisor,0.004954712584153289,2326.0,wop1wqfCmcKFwqQ=,V Termination
206,.under_1,Children Services,22.1443,1,F,WHITE,S,A,.under_29,.under_29,Staff,0.0,206.0,wop1wqfCmcKEwqU=,V Termination
361,.under_1,Children Services,22.1443,1,F,WHITE,S,A,.under_29,.under_29,Staff,0.0,361.0,wop1wqfCmMKHwqE=,IV Termination
234,.under_1,Children Services,25.6874,2,F,ASIAN,S,A,30_to_34,30_to_34,Staff,0.0056213675213675224,234.0,wop1wqfCl8KJwqM=,V Termination
448,.under_1,Self Sufficiency,12.2065,3,F,HISPA,S,A,.under_29,.under_29,Staff,0.005193080357142855,56.0,wop1wqfCl8KGwp8=,V Termination
573,.under_1,Other,12.2065,4,,BLACK,,,,,Staff,0.003885689354275741,223.0,wop1wqfCl8KFwqA=,IV Termination
411,.under_1,Administrative Services,10.5835,4,F,BLACK,S,A,.under_29,.under_29,Staff,0.0030012165450121683,236.0,wop1wqfCl8KEwp8=,V Termination
232,.under_1,Self Sufficiency,10.9866,2,M,HISPA,S,A,.under_29,.under_29,Staff,0.00433879310344827,134.0,wop1wqfClsKIwp8=,IV Termination
664,1_to_2,Adult Services,11.0068,3,F,BLACK,S,A,50_to_54,50_to_54,Staff,0.00225421686746988,189.0,wop1wqfClsKHwqI=,IV Termination
644,1_to_2,Self Sufficiency,14.1498,3,F,HISPA,S,A,45_to_49,45_to_49,Staff,0.006630124223602485,420.0,wop1wqfClsKHwqE=,V Termination
98,.under_1,Public Authority,19.3014,1,M,HISPA,S,A,30_to_34,30_to_34,Staff,0.0,98.0,wop1wqfClsKGwqA=,IV Termination
410,1_to_2,Children Services,22.749,2,F,WHITE,S,A,35_to_39,35_to_39,Staff,0.002871951219512191,410.0,wop1wqfClsKGwp8=,V Termination
1563,3_to_4,Children Services,27.1538,4,M,HISPA,S,A,50_to_54,45_to_49,Staff,0.004114395393474089,223.0,wop1wqfClsKGwp4=,V Termination
475,1_to_2,Children Services,25.035,3,F,BLACK,S,A,35_to_39,.under_29,Staff,0.0060856842105263135,296.0,wop1wqfClsKGwp0=,IV Termination
682,1_to_2,Children Services,24.0002,3,F,WHITE,S,A,.under_29,.under_29,Staff,0.005194428152492669,392.0,wop1wqfClsKFwqY=,V Termination
66,.under_1,Children Services,25.2843,1,F,WHITE,S,A,over_60,over_60,Staff,0.0,66.0,wop1wqfClsKFwqQ=,IV Termination
136,.under_1,Children Services,21.5715,1,F,WHITE,S,A,.under_29,.under_29,Staff,0.0,136.0,wop1wqfClsKFwqI=,IV Termination
2012,3_to_4,Other,27.8855,5,,ASIAN,,,,,Staff,0.009391401590457255,1389.0,wop1wqfClsKEwqU=,V Termination
1001,1_to_2,Children Services,12.8803,6,F,,S,A,.under_29,.under_29,Staff,0.003886413586413586,259.0,wop1wqfClcKLwqU=,V Termination
2212,over_5,Other,20.2404,7,,WHITE,,,,,Staff,0.005086075949367089,154.0,wop1wqfClcKLwqM=,V Termination
5569,over_5,Self Sufficiency,29.9079,15,F,HISPA,S,A,40_to_44,.under_29,Staff,0.0037561321601723833,1831.0,wop1wqfClcKLwqI=,IV Termination
267,.under_1,Children Services,9.8939,2,F,HISPA,S,A,30_to_34,.under_29,Staff,0.003385393258426967,169.0,wop1wqfClcKKwqQ=,IV Termination
3661,over_5,Self Sufficiency,24.1669,5,F,HISPA,S,A,35_to_39,.under_29,Staff,0.004028107074569789,3065.0,wop1wqfClcKGwqU=,V Termination
14,.under_1,Children Services,25.6874,1,M,WHITE,S,A,over_60,over_60,Staff,0.0,14.0,wop1wqfClcKGwqE=,V Termination
498,1_to_2,Finance and Forecasting,11.5806,2,F,HISPA,S,A,30_to_34,30_to_34,Staff,0.0011927710843373518,498.0,wop1wqfClcKFwqU=,V Termination
392,1_to_2,Children Services,23.3536,2,F,HISPA,S,A,30_to_34,30_to_34,Staff,0.003084948979591834,392.0,wop1wqfClcKFwp4=,V Termination
602,1_to_2,Children Services,22.6111,3,M,HISPA,S,A,35_to_39,35_to_39,Supervisor,0.0037710963455149485,140.0,wop1wqfClcKEwp0=,V Termination
174,.under_1,Self Sufficiency,11.5806,2,M,WHITE,S,A,50_to_54,50_to_54,Staff,0.012417241379310348,76.0,wop1wqfClcKDwqQ=,IV Termination
5147,over_5,Other,55.0027,9,,WHITE,,,,,Staff,0.004473032834660967,3971.0,wop1wqfClcKDwqE=,Retirement
441,.under_1,Children Services,10.9866,2,F,,S,A,.under_29,.under_29,Staff,0.0037111111111111103,161.0,wop1wqfClMKMwqI=,IV Termination
2023,3_to_4,Self Sufficiency,14.6331,4,M,HISPA,S,A,.under_29,.under_29,Staff,0.0027894710825506677,1813.0,wop1wqfClMKMwqA=,IV Termination
691,1_to_2,Children Services,11.8927,3,F,HISPA,S,A,.under_29,.under_29,Staff,0.0042007235890014465,440.0,wop1wqfClMKJwqM=,V Termination
617,1_to_2,Children Services,11.7479,5,F,WHITE,S,A,45_to_49,45_to_49,Staff,0.0028653160453808737,176.0,wop1wqfClMKIwqU=,IV Termination
5502,over_5,Self Sufficiency,25.5765,8,F,WHITE,S,A,over_60,45_to_49,Supervisor,0.0030146310432569976,4690.0,wop1wqfClMKIwp8=,Retirement
4228,over_5,Self Sufficiency,22.0017,7,M,WHITE,S,A,30_to_34,.under_29,Staff,0.003077507095553453,1036.0,wop1wqfClMKIwp4=,V Termination
3990,over_5,Self Sufficiency,20.3219,7,F,,S,A,over_60,50_to_54,Staff,0.0028400751879699244,2520.0,wop1wqfClMKGwp8=,Retirement
1055,1_to_2,Adult Services,11.6026,3,F,HISPA,S,A,.under_29,.under_29,Staff,0.002135165876777252,635.0,wop1wqfClMKFwqY=,V Termination
686,.under_1,Self Sufficiency,10.5835,2,F,,S,A,35_to_39,35_to_39,Staff,0.002322886297376094,364.0,wop1wqfClMKFwp8=,V Termination
2967,over_5,Children Services,35.8327,7,M,,S,A,over_60,55_to_59,Staff,0.005811493090663971,2702.0,wop1wqfClMKEwp8=,V Termination
482,1_to_2,Self Sufficiency,16.82,2,F,WHITE,S,A,over_60,55_to_59,Staff,0.006533402489626558,35.0,wop1wqfCk8KMwqU=,V Termination
3719,over_5,Children Services,19.4333,9,F,HISPA,S,A,over_60,50_to_54,Staff,0.002541892981984404,3061.0,wop1wqfCk8KMwqQ=,Retirement
3640,over_5,Self Sufficiency,20.4629,9,F,HISPA,S,A,.under_29,.under_29,Staff,0.003151895604395605,2324.0,wop1wqfCk8KMwqM=,V Termination
770,1_to_2,Self Sufficiency,12.8642,5,F,HISPA,S,A,.under_29,.under_29,Staff,0.004862597402597404,350.0,wop1wqfCk8KLwqM=,V Termination
3318,over_5,Self Sufficiency,17.1434,2,F,HISPA,S,A,35_to_39,.under_29,Staff,0.0020383966244725735,2954.0,wop1wqfCk8KLwp8=,V Termination
244,.under_1,Adult Services,10.3713,2,F,HISPA,S,A,35_to_39,35_to_39,Staff,0.003898770491803278,90.0,wop1wqfCk8KJwqY=,V Termination
1420,3_to_4,Self Sufficiency,14.471,7,F,HISPA,S,A,30_to_34,.under_29,Staff,0.003859859154929577,272.0,wop1wqfCk8KJwp8=,V Termination
392,.under_1,Self Sufficiency,12.2065,3,F,HISPA,S,A,.under_29,.under_29,Staff,0.007108418367346939,154.0,wop1wqfCk8KHwp8=,V Termination
750,1_to_2,Self Sufficiency,12.2065,3,F,WHITE,S,A,over_60,over_60,Staff,0.0038086666666666672,288.0,wop1wqfCk8KHwp4=,V Termination
6412,over_5,Self Sufficiency,28.1762,10,F,HISPA,S,A,55_to_59,40_to_44,Staff,0.0029922333125389894,4718.0,wop1wqfCk8KFwp4=,Retirement
4419,over_5,Other,33.6723,6,,WHITE,,,,,Staff,0.00441785471826205,770.0,wop1wqfCk8KDwqA=,Retirement
3165,over_5,Adult Services,22.691,6,F,WHITE,S,A,45_to_49,35_to_39,Staff,0.003698072669826224,2451.0,wop1wqfCksKJwp8=,Retirement
5029,over_5,Other,27.0504,8,,BLACK,,,,,Staff,0.0025492940942533305,31.0,wop1wqfCksKIwp0=,IV Termination
5915,over_5,Children Services,21.6748,9,F,BLACK,S,A,55_to_59,40_to_44,Staff,0.0020836517328825022,5369.0,wop1wqfCksKHwqY=,V Termination
2868,over_5,Self Sufficiency,16.2528,5,F,WHITE,S,A,35_to_39,.under_29,Staff,0.0024068340306834034,953.0,wop1wqfCksKHwp4=,V Termination
880,1_to_2,Administrative Services,13.4067,3,F,WHITE,S,A,50_to_54,50_to_54,Staff,0.005018977272727273,348.0,wop1wqfCksKGwp8=,V Termination
3412,over_5,Administrative Services,19.4603,6,F,BLACK,S,A,35_to_39,.under_29,Staff,0.002483499413833529,728.0,wop1wqfCksKFwp8=,IV Termination
1025,1_to_2,Adult Services,17.8905,4,F,BLACK,S,A,35_to_39,.under_29,Staff,0.00781512195121951,54.0,wop1wqbCm8KIwqI=,V Termination
801,1_to_2,Children Services,22.7579,4,M,HISPA,S,A,.under_29,.under_29,Staff,0.007295006242197252,315.0,wop1wqbCm8KFwp4=,V Termination
1730,3_to_4,Adult Services,24.7114,7,F,WHITE,S,A,35_to_39,.under_29,Staff,0.005751618497109826,524.0,wop1wqbCm8KDwqQ=,V Termination
4492,over_5,Children Services,30.2413,11,F,HISPA,S,A,35_to_39,.under_29,Staff,0.002966763134461264,4492.0,wop1wqbCmsKMwqY=,Retirement
1849,over_5,Self Sufficiency,30.1443,3,F,WHITE,S,A,over_60,over_60,Staff,0.005238885884261764,1405.0,wop1wqbCmsKKwqI=,Retirement
819,1_to_2,Self Sufficiency,14.2963,5,F,HISPA,S,A,.under_29,.under_29,Staff,0.006478998778998779,231.0,wop1wqbCmsKJwqY=,V Termination
808,1_to_2,Children Services,18.2725,3,M,WHITE,S,A,45_to_49,40_to_44,Staff,0.004345792079207921,434.0,wop1wqbCmsKJwqE=,V Termination
1492,3_to_4,Children Services,22.5455,4,F,BLACK,S,A,.under_29,.under_29,Staff,0.005217426273458445,460.0,wop1wqbCmsKJwqA=,IV Termination
4448,over_5,Children Services,34.4065,11,F,WHITE,S,A,45_to_49,30_to_34,Staff,0.00441668165467626,1792.0,wop1wqbCmsKIwqQ=,V Termination
1356,3_to_4,Children Services,22.6749,7,F,HISPA,S,A,.under_29,.under_29,Staff,0.005836135693215339,156.0,wop1wqbCmsKIwp8=,V Termination
115,.under_1,Children Services,16.9146,1,M,WHITE,S,A,30_to_34,30_to_34,Staff,0.0,115.0,wop1wqbCmsKHwp0=,V Termination
560,1_to_2,Other,12.4994,4,,ASIAN,,,,,Staff,0.00449892857142857,84.0,wop1wqbCmcKLwqI=,V Termination
256,.under_1,Children Services,26.6633,1,M,WHITE,S,A,over_60,over_60,Staff,0.0,256.0,wop1wqbCmcKKwqY=,IV Termination
308,.under_1,Children Services,22.1443,1,F,WHITE,S,A,.under_29,.under_29,Staff,0.0,308.0,wop1wqbCmcKKwqM=,V Termination
2553,over_5,Children Services,43.8607,6,F,WHITE,S,A,40_to_44,35_to_39,Manager,0.006736153544849198,1601.0,wop1wqbCmcKKwqI=,V Termination
1514,1_to_2,Self Sufficiency,17.5899,5,F,BLACK,S,A,40_to_44,35_to_39,Staff,0.003995970937912814,975.0,wop1wqbCmcKJwqY=,V Termination
2420,over_5,Other,48.5137,6,,WHITE,,,,,Staff,0.009452851239669421,57.0,wop1wqbCmcKIwqQ=,IV Termination
504,1_to_2,Finance and Forecasting,18.559,1,F,WHITE,S,A,40_to_44,40_to_44,Staff,0.0,504.0,wop1wqbCmcKIwqA=,V Termination
3073,over_5,Administrative Services,18.7638,3,M,WHITE,S,A,30_to_34,.under_29,Staff,0.0027151968760169213,2653.0,wop1wqbCmcKGwqY=,IV Termination
898,1_to_2,Children Services,28.1158,2,F,HISPA,S,A,50_to_54,50_to_54,Staff,0.0016174832962138092,898.0,wop1wqbCmcKFwqQ=,V Termination
3387,over_5,Self Sufficiency,14.4075,4,F,HISPA,S,A,35_to_39,.under_29,Staff,0.0008346324180690878,111.0,wop1wqbCmcKFwp4=,V Termination
2716,over_5,Children Services,22.4089,7,F,HISPA,S,A,30_to_34,.under_29,Staff,0.003986855670103092,869.0,wop1wqbCmcKFwp0=,V Termination
88,.under_1,Self Sufficiency,11.5806,1,F,,S,A,40_to_44,40_to_44,Staff,0.0,88.0,wop1wqbCmcKEwqY=,IV Termination
5627,over_5,Self Sufficiency,27.6237,11,F,BLACK,S,A,40_to_44,.under_29,Staff,0.0028510929447307623,5166.0,wop1wqbCmcKEwqQ=,V Termination
1157,1_to_2,Other,12.5371,4,,WHITE,,,,,Staff,0.0008267070008643044,869.0,wop1wqbCmcKEwqM=,V Termination
1250,3_to_4,Self Sufficiency,16.2857,3,F,BLACK,S,A,30_to_34,30_to_34,Staff,0.0037640799999999986,817.0,wop1wqbCmcKEwqI=,V Termination
63,.under_1,Self Sufficiency,11.5806,1,F,,S,A,30_to_34,30_to_34,Staff,0.0,63.0,wop1wqbCmcKDwqE=,V Termination
4530,over_5,Self Sufficiency,30.2697,8,M,WHITE,S,A,over_60,50_to_54,Staff,0.0041256291390728474,834.0,wop1wqbCmcKDwp8=,Retirement
728,1_to_2,Self Sufficiency,14.2963,3,M,HISPA,S,A,.under_29,.under_29,Staff,0.003730357142857143,350.0,wop1wqbCmMKMwqQ=,V Termination
612,1_to_2,Adult Services,14.2963,4,F,WHITE,S,A,30_to_34,.under_29,Staff,0.004437418300653595,205.0,wop1wqbCmMKMwqM=,V Termination
4146,over_5,Self Sufficiency,23.2284,6,F,HISPA,S,A,50_to_54,35_to_39,Staff,0.0028094066570188135,3726.0,wop1wqbCmMKMwqE=,V Termination
461,1_to_2,Self Sufficiency,13.5643,3,M,,S,A,50_to_54,50_to_54,Staff,0.004303036876355746,13.0,wop1wqbCmMKMwqA=,IV Termination
299,.under_1,Self Sufficiency,12.8642,2,F,HISPA,S,A,.under_29,.under_29,Staff,0.004292976588628762,201.0,wop1wqbCmMKMwp8=,IV Termination
299,.under_1,Other,12.58,2,,HISPA,,,,,Staff,0.003342474916387959,238.0,wop1wqbCmMKMwp0=,IV Termination
428,1_to_2,Self Sufficiency,12.8642,2,M,WHITE,S,A,45_to_49,45_to_49,Staff,0.0029990654205607472,330.0,wop1wqbCmMKLwqM=,IV Termination
146,.under_1,Self Sufficiency,12.2065,2,F,WHITE,S,A,30_to_34,30_to_34,Staff,0.004286986301369861,48.0,wop1wqbCmMKLwp4=,IV Termination
