duration,tenure_group,division,comprate,num_of_pay_raise,sex,ethnicity,mar_status,highest_educ_lvl,end_age_group,start_age_group,classification,pay_increase_ot,last_jobtitle_duration,emplid_sec,event
4403,over_5,Other,21.2589,6,,WHITE,,,,,Staff,0.0019065864183511244,2065.0,wop1wqbCk8KEwqI=,V Termination
3549,over_5,Self Sufficiency,17.9603,5,F,WHITE,S,A,35_to_39,.under_29,Staff,0.0025275570583262893,3017.0,wop1wqbCk8KEwp4=,V Termination
2142,3_to_4,Self Sufficiency,17.7942,5,F,HISPA,S,A,35_to_39,.under_29,Staff,0.004110270774976658,20.0,wop1wqbCk8KDwqY=,V Termination
65,.under_1,Self Sufficiency,10.564,1,F,WHITE,S,A,.under_29,.under_29,Staff,0.0,65.0,wop1wqbCksKKwp0=,IV Termination
3239,over_5,Children Services,37.0885,5,F,BLACK,S,A,30_to_34,.under_29,Supervisor,0.004613831429453536,2368.0,wop1wqbCksKJwqQ=,V Termination
583,1_to_2,Children Services,23.3536,1,F,BLACK,S,A,30_to_34,30_to_34,Staff,0.0,583.0,wop1wqbCksKJwqM=,V Termination
371,1_to_2,Adult Services,31.2798,3,F,BLACK,S,A,50_to_54,35_to_39,Staff,0.015207547169811328,371.0,wop1wqbCksKJwqI=,V Termination
100,.under_1,Children Services,25.6378,1,F,WHITE,S,A,50_to_54,50_to_54,Staff,0.0,100.0,wop1wqbCksKJwqA=,IV Termination
1852,3_to_4,Other,32.7081,6,,WHITE,,,,,Staff,0.005377483801295898,1154.0,wop1wqbCksKIwqM=,Retirement
400,1_to_2,Children Services,28.1158,1,M,WHITE,S,A,55_to_59,55_to_59,Staff,0.0,400.0,wop1wqbCksKIwqI=,V Termination
1396,3_to_4,Children Services,38.9284,7,M,WHITE,S,A,30_to_34,.under_29,Manager,0.012216618911174789,329.0,wop1wqbCksKIwqE=,V Termination
861,1_to_2,Self Sufficiency,14.2963,4,F,HISPA,S,A,.under_29,.under_29,Staff,0.005013124274099884,385.0,wop1wqbCksKEwqU=,V Termination
2836,3_to_4,Children Services,25.7189,7,M,HISPA,S,A,30_to_34,.under_29,Staff,0.004049929478138223,1114.0,wop1wqbCksKDwp8=,V Termination
5194,over_5,Administrative Services,23.6057,6,F,WHITE,S,A,over_60,50_to_54,Staff,0.0028139584135541008,1610.0,wop1wqXCm8KHwqQ=,Retirement
1154,1_to_2,Other,15.2013,5,,WHITE,,,,,Staff,0.004524523396880416,448.0,wop1wqXCm8KGwqU=,IV Termination
156,.under_1,Self Sufficiency,11.737,3,F,HISPA,S,A,.under_29,.under_29,Staff,0.005301282051282051,30.0,wop1wqXCm8KGwp8=,V Termination
1126,3_to_4,Self Sufficiency,13.2023,3,F,BLACK,S,A,.under_29,.under_29,Staff,0.003740941385435168,496.0,wop1wqXCm8KGwp4=,V Termination
56,.under_1,Administrative Services,19.8052,1,M,WHITE,S,A,40_to_44,40_to_44,Staff,0.0,56.0,wop1wqXCm8KFwqQ=,V Termination
2232,3_to_4,Children Services,15.8307,5,F,WHITE,S,A,.under_29,.under_29,Staff,0.002422222222222222,1210.0,wop1wqXCm8KFwp4=,V Termination
4989,over_5,Self Sufficiency,27.6237,10,F,BLACK,S,A,over_60,45_to_49,Staff,0.0033049709360593307,4555.0,wop1wqXCm8KEwqI=,Retirement
3462,over_5,Other,17.4335,11,,BLACK,,,,,Staff,0.002438908145580589,439.0,wop1wqXCm8KEwp8=,V Termination
3242,over_5,Self Sufficiency,19.0293,7,F,BLACK,S,A,45_to_49,35_to_39,Staff,0.0030966378778531766,1436.0,wop1wqXCm8KDwp0=,IV Termination
3790,over_5,Children Services,33.3008,6,M,WHITE,S,A,over_60,55_to_59,Staff,0.005041530343007916,3122.0,wop1wqXCmsKKwqY=,V Termination
1113,3_to_4,Children Services,25.9811,4,F,HISPA,S,A,.under_29,.under_29,Staff,0.010590925426774485,167.0,wop1wqXCmsKKwqU=,V Termination
836,1_to_2,Children Services,24.6266,4,F,WHITE,S,A,.under_29,.under_29,Staff,0.012479904306220094,84.0,wop1wqXCmsKKwqM=,V Termination
621,1_to_2,Children Services,14.1934,1,F,HISPA,S,A,.under_29,.under_29,Staff,0.0,621.0,wop1wqXCmsKKwqA=,IV Termination
998,1_to_2,Children Services,27.3912,4,F,WHITE,S,A,30_to_34,.under_29,Staff,0.013224248496993989,330.0,wop1wqXCmsKJwqM=,V Termination
4101,over_5,Self Sufficiency,23.8395,10,F,HISPA,S,A,30_to_34,.under_29,Staff,0.0036209461107047066,783.0,wop1wqXCmsKIwp4=,IV Termination
4968,over_5,Self Sufficiency,25.0837,10,F,HISPA,S,A,35_to_39,.under_29,Staff,0.0031529186795491142,446.0,wop1wqXCmsKHwqU=,V Termination
808,1_to_2,Other,13.1572,5,,HISPA,,,,,Staff,0.003932178217821781,176.0,wop1wqXCmsKHwqM=,IV Termination
3807,over_5,Administrative Services,18.7646,6,F,BLACK,S,A,50_to_54,40_to_44,Staff,0.0025675334909377465,2225.0,wop1wqXCmsKHwqI=,Retirement
2238,3_to_4,Other,18.1973,5,,HISPA,,,,,Staff,0.004114075067024128,992.0,wop1wqXCmsKGwqY=,V Termination
5154,over_5,Self Sufficiency,27.6237,10,F,HISPA,S,A,35_to_39,.under_29,Staff,0.0036153861078773762,3488.0,wop1wqXCmsKEwqM=,V Termination
811,1_to_2,Self Sufficiency,12.8642,3,F,HISPA,S,A,.under_29,.under_29,Staff,0.004777065351418003,238.0,wop1wqXCmsKDwqM=,IV Termination
5686,over_5,Other,19.9584,11,,HISPA,,,,,Staff,0.001754906788603588,1780.0,wop1wqXCmcKLwqU=,Retirement
5201,over_5,Self Sufficiency,27.6237,9,F,HISPA,S,A,35_to_39,.under_29,Staff,0.00339236685252836,4529.0,wop1wqXCmcKLwqM=,V Termination
2302,over_5,Self Sufficiency,12.8642,5,F,WHITE,S,A,40_to_44,35_to_39,Staff,0.001252910512597741,1434.0,wop1wqXCmcKLwqI=,IV Termination
904,1_to_2,Other,12.506,4,,HISPA,,,,,Staff,0.0038893805309734514,275.0,wop1wqXCmcKLwp0=,IV Termination
2771,over_5,Other,19.8726,8,,BLACK,,,,,Staff,0.003927318657524359,1344.0,wop1wqXCmcKIwqM=,V Termination
1860,3_to_4,Other,14.3574,6,,HISPA,,,,,Staff,0.0028856989247311826,14.0,wop1wqXCmcKGwp0=,IV Termination
5586,over_5,Other,55.0027,11,,WHITE,,,,,Staff,0.006686842105263158,1596.0,wop1wqXCmcKFwqQ=,Retirement
4635,over_5,Adult Services,62.015,13,M,WHITE,S,A,50_to_54,40_to_44,Manager,0.008270895361380799,960.0,wop1wqXCmcKEwqI=,V Termination
2555,over_5,Other,14.6331,4,,,,,,,Staff,0.0020677495107632097,763.0,wop1wqXCmcKDwqA=,IV Termination
2716,over_5,Self Sufficiency,20.6318,9,M,WHITE,S,A,35_to_39,30_to_34,Supervisor,0.003921870397643593,1036.0,wop1wqXCmMKMwqQ=,V Termination
5236,over_5,Self Sufficiency,21.2498,9,F,WHITE,S,A,over_60,50_to_54,Staff,0.00234144385026738,4802.0,wop1wqXCmMKLwp8=,Retirement
518,.under_1,Administrative Services,9.8939,2,F,HISPA,S,A,.under_29,.under_29,Staff,0.0017449806949806953,224.0,wop1wqXCmMKKwqE=,V Termination
3328,over_5,Adult Services,30.9652,10,F,BLACK,S,A,over_60,50_to_54,Staff,0.004633143028846154,616.0,wop1wqXCmMKKwqA=,Retirement
2254,3_to_4,Other,21.51,5,,HISPA,,,,,Staff,0.0055545696539485365,1582.0,wop1wqXCmMKFwqQ=,IV Termination
1692,3_to_4,Public Authority,14.6745,4,F,HISPA,S,A,.under_29,.under_29,Staff,0.0033596335697399526,1286.0,wop1wqXCmMKFwqM=,V Termination
4234,over_5,Children Services,17.836,6,F,HISPA,S,A,35_to_39,.under_29,Staff,0.0020892772791686345,3380.0,wop1wqXCl8KLwp4=,IV Termination
1202,1_to_2,Self Sufficiency,13.3788,6,F,HISPA,S,A,.under_29,.under_29,Staff,0.0036512479201331115,306.0,wop1wqXCl8KKwqM=,V Termination
5488,over_5,Public Authority,23.6057,8,F,HISPA,S,A,over_60,55_to_59,Staff,0.0024828170553935856,1372.0,wop1wqXCl8KJwp4=,Retirement
847,1_to_2,Self Sufficiency,12.2065,4,F,HISPA,S,A,.under_29,.under_29,Staff,0.0037975206611570245,357.0,wop1wqXCl8KHwqE=,V Termination
2843,3_to_4,Self Sufficiency,17.4523,6,F,HISPA,S,A,.under_29,.under_29,Staff,0.0033740063313401343,1387.0,wop1wqXCl8KFwqU=,IV Termination
524,1_to_2,Self Sufficiency,11.5806,2,F,ASIAN,S,A,.under_29,.under_29,Staff,0.004943893129770993,48.0,wop1wqXClsKMwqE=,V Termination
775,1_to_2,Self Sufficiency,14.2963,4,F,WHITE,S,A,.under_29,.under_29,Staff,0.0055694193548387096,201.0,wop1wqXClsKGwqM=,V Termination
17,.under_1,Children Services,25.6378,1,M,WHITE,S,A,55_to_59,55_to_59,Staff,0.0,17.0,wop1wqXClcKKwqM=,IV Termination
257,.under_1,Self Sufficiency,9.8939,3,F,WHITE,S,A,.under_29,.under_29,Staff,0.0035171206225680937,131.0,wop1wqXClcKJwqU=,V Termination
1049,1_to_2,Other,14.519,4,,HISPA,,,,,Staff,0.004279313632030506,27.0,wop1wqXClcKJwqQ=,V Termination
3767,over_5,Self Sufficiency,21.0175,9,F,WHITE,S,A,over_60,55_to_59,Staff,0.003192859039023095,2941.0,wop1wqXClcKJwp0=,Retirement
1064,1_to_2,Self Sufficiency,11.7609,4,F,WHITE,S,A,.under_29,.under_29,Staff,0.00260422932330827,966.0,wop1wqXClcKIwqA=,V Termination
890,1_to_2,Other,10.3713,3,,HISPA,,,,,Staff,0.0010688764044943819,154.0,wop1wqXClcKIwp8=,IV Termination
18,.under_1,Children Services,19.6708,1,F,BLACK,S,A,35_to_39,35_to_39,Staff,0.0,18.0,wop1wqXClcKHwp8=,IV Termination
1480,3_to_4,Children Services,27.939,5,F,WHITE,S,A,30_to_34,.under_29,Staff,0.00476108108108108,476.0,wop1wqXClcKHwp4=,V Termination
10,.under_1,Children Services,21.2926,1,F,ASIAN,S,A,30_to_34,30_to_34,Staff,0.0,10.0,wop1wqXClcKHwp0=,V Termination
4228,over_5,Children Services,35.8327,6,F,HISPA,S,A,40_to_44,.under_29,Staff,0.002951537369914854,3836.0,wop1wqXClcKGwqY=,V Termination
60,.under_1,Children Services,25.6378,1,F,WHITE,S,A,55_to_59,55_to_59,Staff,0.0,60.0,wop1wqXClcKGwqU=,IV Termination
1418,3_to_4,Children Services,29.1569,5,F,HISPA,S,A,35_to_39,30_to_34,Staff,0.004945416078984484,1058.0,wop1wqXClcKGwqM=,V Termination
232,.under_1,Children Services,21.2926,1,F,WHITE,S,A,.under_29,.under_29,Staff,0.0,232.0,wop1wqXClcKGwqI=,IV Termination
731,1_to_2,Children Services,24.6266,2,F,WHITE,S,A,50_to_54,45_to_49,Staff,0.0033957592339261267,364.0,wop1wqXClcKFwp4=,V Termination
90,.under_1,Children Services,21.2926,1,M,WHITE,S,A,.under_29,.under_29,Staff,0.0,90.0,wop1wqXClcKEwp4=,V Termination
701,1_to_2,Adult Services,31.9935,3,F,WHITE,U,I,40_to_44,30_to_34,Staff,0.012325106990014266,145.0,wop1wqXClcKEwp0=,V Termination
6484,over_5,Children Services,43.7424,8,F,HISPA,S,A,45_to_49,30_to_34,Staff,0.004425107958050586,835.0,wop1wqXClMKKwqI=,V Termination
1995,3_to_4,Other,29.5571,7,,WHITE,,,,,Staff,0.005092882205513784,207.0,wop1wqXClMKJwqU=,IV Termination
1926,3_to_4,Self Sufficiency,21.4086,6,F,WHITE,S,A,.under_29,.under_29,Staff,0.0064478712357217026,302.0,wop1wqXClMKJwqE=,IV Termination
630,1_to_2,Other,13.5165,4,,HISPA,,,,,Staff,0.0056134920634920635,126.0,wop1wqXCk8KMwqE=,IV Termination
694,1_to_2,Administrative Services,12.0961,3,M,WHITE,S,A,.under_29,.under_29,Staff,0.003049135446685878,162.0,wop1wqXCksKLwqM=,V Termination
5990,over_5,Other,34.1518,15,,HISPA,,,,,Staff,0.00396118530884808,782.0,wop1wqXCksKIwp8=,IV Termination
5656,over_5,Administrative Services,25.3981,9,F,BLACK,S,A,over_60,45_to_49,Supervisor,0.002901007779349363,3850.0,wop1wqXCksKFwp8=,Retirement
534,1_to_2,Administrative Services,17.01,2,F,WHITE,S,A,40_to_44,40_to_44,Staff,0.002810486891385771,534.0,wop1wqXCksKEwqE=,V Termination
4732,over_5,Other,28.4473,8,,HISPA,,,,,Staff,0.0031470414201183426,3794.0,wop1wqXCksKDwp8=,V Termination
5803,over_5,Self Sufficiency,27.6237,11,F,HISPA,S,A,50_to_54,35_to_39,Staff,0.0032110460106841284,3731.0,wop1wqTCm8KLwqE=,Retirement
271,.under_1,Children Services,23.0572,1,M,WHITE,S,A,50_to_54,50_to_54,Staff,0.0,271.0,wop1wqTCm8KHwqA=,IV Termination
3557,over_5,Other,31.8339,7,,HISPA,,,,,Staff,0.006422237840877143,288.0,wop1wqTCm8KGwqM=,V Termination
375,1_to_2,Children Services,23.9795,1,F,WHITE,S,A,30_to_34,30_to_34,Staff,0.0,375.0,wop1wqTCm8KGwp0=,V Termination
22,.under_1,Children Services,21.2926,1,F,BLACK,S,A,50_to_54,50_to_54,Staff,0.0,22.0,wop1wqTCm8KFwqY=,V Termination
2101,3_to_4,Administrative Services,29.4882,4,F,WHITE,S,A,40_to_44,35_to_39,Staff,0.005472727272727273,504.0,wop1wqTCm8KFwp4=,V Termination
5595,over_5,Children Services,45.5712,13,F,BLACK,S,A,50_to_54,35_to_39,Supervisor,0.004339338695263628,3450.0,wop1wqTCm8KEwqA=,Retirement
661,.under_1,Self Sufficiency,12.2065,4,F,HISPA,S,A,50_to_54,50_to_54,Staff,0.004866111951588502,70.0,wop1wqTCm8KDwp8=,V Termination
1095,3_to_4,Other,25.0,4,,BLACK,,,,,Staff,0.006173515981735161,378.0,wop1wqTCm8KDwp4=,IV Termination
3990,over_5,Self Sufficiency,17.5182,10,F,HISPA,S,A,over_60,50_to_54,Staff,0.002137393483709273,2716.0,wop1wqTCmsKKwp8=,Retirement
5594,over_5,Children Services,17.2613,10,F,,S,A,40_to_44,.under_29,Staff,0.0012980514837325704,975.0,wop1wqTCmcKJwqM=,V Termination
616,1_to_2,Administrative Services,23.7143,2,F,ASIAN,S,A,.under_29,.under_29,Staff,0.0033849025974025983,616.0,wop1wqTCmcKJwp8=,V Termination
1988,over_5,Children Services,16.7253,8,F,BLACK,S,A,40_to_44,35_to_39,Staff,0.0033968309859154933,1120.0,wop1wqTCmcKHwqY=,V Termination
2189,3_to_4,Other,45.3783,3,,WHITE,,,,,Manager,0.011837140246687987,1741.0,wop1wqTCmcKHwqU=,Retirement
2613,over_5,Other,22.488,7,,WHITE,,,,,Staff,0.004319441255262151,1352.0,wop1wqTCmcKFwp8=,V Termination
4927,over_5,Children Services,37.2804,9,F,WHITE,S,A,35_to_39,.under_29,Staff,0.00481528313375279,1399.0,wop1wqTCmMKMwqM=,V Termination
154,.under_1,Adult Services,10.564,1,F,BLACK,S,A,50_to_54,50_to_54,Staff,0.0,154.0,wop1wqTCmMKJwqM=,IV Termination
2235,3_to_4,Administrative Services,16.8379,7,F,WHITE,S,A,over_60,55_to_59,Staff,0.00306841163310962,680.0,wop1wqTCmMKHwqY=,Retirement
511,1_to_2,Children Services,12.7165,3,F,HISPA,S,A,45_to_49,40_to_44,Staff,0.00555088062622309,77.0,wop1wqTCmMKDwqU=,IV Termination
5376,over_5,Self Sufficiency,27.6237,10,F,WHITE,S,A,40_to_44,.under_29,Staff,0.003466090029761904,1204.0,wop1wqTCl8KMwp8=,V Termination
1315,1_to_2,Self Sufficiency,13.3788,5,F,WHITE,S,A,.under_29,.under_29,Staff,0.003337490494296578,671.0,wop1wqTCl8KLwp0=,V Termination
1190,1_to_2,Administrative Services,11.5806,4,F,WHITE,S,A,.under_29,.under_29,Staff,0.0021769747899159668,364.0,wop1wqTCl8KKwqU=,V Termination
2877,over_5,Self Sufficiency,17.1574,5,F,WHITE,S,A,40_to_44,.under_29,Staff,0.0025295099061522414,2366.0,wop1wqTCl8KHwqA=,V Termination
644,1_to_2,Children Services,27.374,2,F,BLACK,S,A,over_60,over_60,Staff,0.002695962732919255,644.0,wop1wqTCl8KFwqE=,V Termination
2774,over_5,Children Services,31.7864,5,F,WHITE,S,A,55_to_59,50_to_54,Staff,0.002216510454217737,2774.0,wop1wqTCl8KFwp4=,V Termination
20,.under_1,Children Services,21.2926,1,M,ASIAN,S,A,.under_29,.under_29,Staff,0.0,20.0,wop1wqTCl8KEwqQ=,IV Termination
1644,3_to_4,Self Sufficiency,15.0834,8,F,WHITE,S,A,30_to_34,.under_29,Staff,0.003706447688564476,589.0,wop1wqTCl8KDwqA=,IV Termination
267,.under_1,Self Sufficiency,11.1352,2,F,WHITE,S,A,40_to_44,40_to_44,Staff,0.004326591760299621,1.0,wop1wqTCl8KDwp0=,V Termination
78,.under_1,Children Services,21.1804,1,M,HISPA,S,A,35_to_39,35_to_39,Staff,0.0,78.0,wop1wqTClsKLwp4=,IV Termination
183,.under_1,Administrative Services,9.5134,2,F,HISPA,S,A,40_to_44,40_to_44,Staff,0.0028601092896174893,71.0,wop1wqTClsKKwqA=,IV Termination
1639,3_to_4,Children Services,30.6206,4,F,WHITE,S,A,30_to_34,.under_29,Staff,0.0056912751677852345,827.0,wop1wqTClsKDwqU=,V Termination
2612,over_5,Other,17.4387,8,,BLACK,,,,,Staff,0.0030699464012251152,1212.0,wop1wqTClsKDwp4=,V Termination
3676,over_5,Children Services,32.6478,6,F,WHITE,S,A,50_to_54,40_to_44,Staff,0.0018552502720348197,2220.0,wop1wqTClcKLwp4=,Retirement
456,.under_1,Self Sufficiency,11.737,3,F,BLACK,S,A,45_to_49,45_to_49,Staff,0.006024122807017544,78.0,wop1wqTClcKGwqY=,IV Termination
3175,over_5,Other,23.0299,5,,WHITE,,,,,Staff,0.0021794960629921267,727.0,wop1wqTClcKGwp8=,Retirement
127,.under_1,Administrative Services,9.5134,2,F,WHITE,S,A,30_to_34,30_to_34,Staff,0.004121259842519689,15.0,wop1wqTClcKFwqA=,V Termination
1680,3_to_4,Self Sufficiency,17.1805,7,F,WHITE,S,A,.under_29,.under_29,Staff,0.004875297619047618,630.0,wop1wqTClcKDwqY=,V Termination
2074,3_to_4,Other,15.4174,5,,WHITE,,,,,Staff,0.002846673095467695,1182.0,wop1wqTClMKEwqI=,V Termination
681,.under_1,Administrative Services,9.8939,2,F,HISPA,S,A,30_to_34,30_to_34,Staff,0.0003140969162995604,317.0,wop1wqTCk8KIwp4=,V Termination
316,.under_1,Administrative Services,9.98,2,F,BLACK,S,A,.under_29,.under_29,Staff,0.0014765822784810116,78.0,wop1wqTCk8KDwqA=,IV Termination
5334,over_5,Self Sufficiency,28.6382,12,F,ASIAN,S,A,35_to_39,.under_29,Staff,0.002827652793400825,308.0,wop1wqTCksKLwqY=,V Termination
351,.under_1,Children Services,22.333,1,F,BLACK,S,A,30_to_34,30_to_34,Staff,0.0,351.0,wop1wqTCksKLwp0=,IV Termination
168,.under_1,Administrative Services,9.5134,2,F,WHITE,S,A,.under_29,.under_29,Staff,0.0031154761904761937,28.0,wop1wqTCksKKwqA=,V Termination
1290,3_to_4,Other,15.8957,3,,HISPA,,,,,Staff,0.012322248062015503,476.0,wop1wqTCksKJwqQ=,IV Termination
3857,over_5,Self Sufficiency,23.5348,4,F,WHITE,S,A,over_60,50_to_54,Staff,0.0026457868809955927,3521.0,wop1wqTCksKFwqU=,Retirement
2736,over_5,Other,25.2307,6,,BLACK,,,,,Staff,0.005151864035087719,2000.0,wop1wqPCm8KJwqY=,V Termination
4822,over_5,Other,25.060239,10,,HISPA,,,,,Staff,0.0032241474491912065,1611.0,wop1wqPCm8KJwqI=,Retirement
680,1_to_2,Adult Services,26.6668,2,M,WHITE,S,A,45_to_49,45_to_49,Staff,0.004588235294117643,453.0,wop1wqPCm8KIwp8=,IV Termination
6268,over_5,Children Services,20.9108,10,F,BLACK,S,A,45_to_49,30_to_34,Staff,0.0019018506700701975,4672.0,wop1wqPCm8KHwqM=,V Termination
820,1_to_2,Adult Services,10.4243,2,F,HISPA,S,A,.under_29,.under_29,Staff,0.001749146341463415,708.0,wop1wqPCm8KGwp4=,V Termination
1368,3_to_4,Children Services,27.3912,4,F,WHITE,S,A,35_to_39,35_to_39,Staff,0.00609093567251462,217.0,wop1wqPCm8KFwqM=,V Termination
137,.under_1,Children Services,20.089,1,F,BLACK,S,A,50_to_54,50_to_54,Staff,0.0,137.0,wop1wqPCm8KFwqA=,IV Termination
1045,1_to_2,Children Services,28.1158,2,F,WHITE,S,A,45_to_49,40_to_44,Staff,0.0023712918660287094,1045.0,wop1wqPCm8KFwp8=,V Termination
281,.under_1,Children Services,39.3084,1,F,WHITE,S,A,55_to_59,55_to_59,Manager,0.0,61.0,wop1wqPCmsKLwqQ=,IV Termination
4880,over_5,Other,23.6057,12,,WHITE,,,,,Staff,0.002792151639344262,2394.0,wop1wqPCmsKKwqQ=,Retirement
617,1_to_2,Self Sufficiency,11.737,4,M,BLACK,S,A,.under_29,.under_29,Staff,0.0036038897893030785,85.0,wop1wqPCmsKJwqU=,V Termination
4123,over_5,Children Services,33.3008,8,F,HISPA,S,A,35_to_39,.under_29,Staff,0.0027342226534077135,2065.0,wop1wqPCmsKIwqY=,V Termination
6441,over_5,Adult Services,44.6776,11,M,WHITE,S,A,50_to_54,35_to_39,Supervisor,0.0032806707033069395,560.0,wop1wqPCmsKFwqA=,Retirement
899,1_to_2,Other,22.0276,1,,BLACK,,,,,Staff,0.0,80.0,wop1wqPCmsKFwp8=,IV Termination
5063,over_5,Children Services,38.5572,7,F,WHITE,S,A,40_to_44,.under_29,Staff,0.0031802883665810787,4685.0,wop1wqPCmsKFwp4=,V Termination
746,1_to_2,Children Services,25.9632,3,F,HISPA,S,A,.under_29,.under_29,Staff,0.006260857908847186,368.0,wop1wqPCmsKFwp0=,V Termination
582,1_to_2,Adult Services,13.9144,5,F,BLACK,S,A,30_to_34,30_to_34,Staff,0.005756701030927836,22.0,wop1wqPCmsKEwqA=,V Termination
844,1_to_2,Self Sufficiency,11.737,3,F,WHITE,S,A,35_to_39,35_to_39,Staff,0.001311611374407582,368.0,wop1wqPCmcKHwqI=,IV Termination
5903,over_5,Children Services,39.3283,13,F,WHITE,S,A,over_60,40_to_44,Staff,0.004112874809418939,4097.0,wop1wqPCmcKHwp8=,Retirement
1171,1_to_2,Self Sufficiency,14.8174,4,F,HISPA,S,A,30_to_34,.under_29,Staff,0.004216396242527753,615.0,wop1wqPCmcKGwp4=,IV Termination
4141,over_5,Administrative Services,27.878,8,F,HISPA,S,A,30_to_34,.under_29,Staff,0.0033953634387829026,872.0,wop1wqPCmcKFwqA=,V Termination
360,.under_1,Administrative Services,23.0572,2,F,ASIAN,S,A,35_to_39,35_to_39,Supervisor,0.0032866666666666747,360.0,wop1wqPCmcKFwp4=,IV Termination
300,.under_1,Children Services,25.6378,1,F,WHITE,S,A,35_to_39,35_to_39,Staff,0.0,300.0,wop1wqPCmcKDwqM=,V Termination
15,.under_1,Administrative Services,9.5134,1,F,BLACK,S,A,35_to_39,35_to_39,Staff,0.0,15.0,wop1wqPCmMKGwqU=,V Termination
300,.under_1,Administrative Services,18.559,1,F,WHITE,S,A,30_to_34,30_to_34,Staff,0.0,300.0,wop1wqPCmMKGwp0=,V Termination
3571,over_5,Children Services,31.7864,6,F,HISPA,S,A,45_to_49,35_to_39,Staff,0.002444469336320358,1219.0,wop1wqPCmMKFwqY=,IV Termination
2595,over_5,Self Sufficiency,25.7593,5,M,WHITE,S,A,55_to_59,50_to_54,Staff,0.0021850867052023125,2595.0,wop1wqPCmMKEwp4=,Retirement
595,1_to_2,Administrative Services,23.6676,4,F,WHITE,S,A,40_to_44,.under_29,Staff,0.017491764705882352,113.0,wop1wqPCl8KLwp0=,IV Termination
208,.under_1,Children Services,23.0572,3,M,WHITE,S,A,55_to_59,55_to_59,Staff,0.07840000000000001,83.0,wop1wqPCl8KJwqQ=,IV Termination
1158,1_to_2,Children Services,27.939,4,M,WHITE,S,A,30_to_34,.under_29,Staff,0.01634041450777202,343.0,wop1wqPCl8KJwp0=,V Termination
2856,3_to_4,Administrative Services,24.9501,8,F,HISPA,S,A,40_to_44,35_to_39,Staff,0.004451435574229692,406.0,wop1wqPCl8KIwqE=,V Termination
947,1_to_2,Children Services,23.3622,4,M,WHITE,S,A,.under_29,.under_29,Staff,0.015148257655755018,590.0,wop1wqPCl8KIwp0=,IV Termination
5443,over_5,Children Services,44.6776,13,F,WHITE,S,A,45_to_49,30_to_34,Supervisor,0.004706742605180966,2629.0,wop1wqPCl8KHwqI=,V Termination
1339,3_to_4,Children Services,27.374,2,M,WHITE,S,A,55_to_59,50_to_54,Staff,0.0012966392830470502,1339.0,wop1wqPCl8KGwqQ=,V Termination
1231,1_to_2,Other,13.5643,5,,WHITE,,,,,Staff,0.003715922014622258,181.0,wop1wqPCl8KDwqI=,V Termination
1140,3_to_4,Children Services,23.3536,4,F,BLACK,S,A,40_to_44,35_to_39,Staff,0.0037673684210526304,10.0,wop1wqPClsKLwqI=,V Termination
1785,3_to_4,Adult Services,33.986,4,M,WHITE,S,A,55_to_59,45_to_49,Staff,0.011088291316526609,1528.0,wop1wqPClsKLwp0=,IV Termination
2911,over_5,Children Services,28.3984,7,F,BLACK,S,A,45_to_49,35_to_39,Staff,0.004879766403297835,2030.0,wop1wqPClsKKwqY=,V Termination
6002,over_5,Children Services,43.8016,7,F,HISPA,S,A,over_60,45_to_49,Supervisor,0.0037689436854381874,4284.0,wop1wqPClsKKwqU=,Retirement
267,.under_1,Children Services,22.333,1,F,WHITE,S,A,30_to_34,30_to_34,Staff,0.0,267.0,wop1wqPClsKKwqM=,V Termination
499,1_to_2,Other,21.874,3,,WHITE,,,,,Staff,0.008525050100200396,232.0,wop1wqPClsKKwqI=,V Termination
522,1_to_2,Self Sufficiency,13.8178,3,F,WHITE,S,A,.under_29,.under_29,Staff,0.004285823754789271,280.0,wop1wqPClsKKwqA=,IV Termination
284,.under_1,Children Services,14.1934,1,F,WHITE,S,A,.under_29,.under_29,Staff,0.0,284.0,wop1wqPClsKJwqI=,IV Termination
2873,over_5,Children Services,36.1099,8,F,ASIAN,S,A,30_to_34,.under_29,Supervisor,0.007629620605638707,1393.0,wop1wqPClsKJwp4=,V Termination
583,1_to_2,Children Services,36.5494,3,F,ASIAN,S,A,55_to_59,40_to_44,Staff,0.03834648370497427,328.0,wop1wqPClsKIwqA=,IV Termination
627,1_to_2,Children Services,25.1464,2,F,ASIAN,S,A,40_to_44,40_to_44,Staff,0.002551196172248802,627.0,wop1wqPClsKHwqY=,V Termination
320,.under_1,Children Services,21.2926,1,F,BLACK,S,A,30_to_34,30_to_34,Staff,0.0,320.0,wop1wqPClsKHwqQ=,IV Termination
927,1_to_2,Children Services,25.9632,4,F,HISPA,S,A,50_to_54,45_to_49,Staff,0.012696655879180152,273.0,wop1wqPClsKHwqI=,V Termination
37,.under_1,Children Services,25.6378,1,M,WHITE,S,A,50_to_54,50_to_54,Staff,0.0,37.0,wop1wqPClsKHwqA=,IV Termination
1299,3_to_4,Children Services,27.3912,5,F,BLACK,S,A,35_to_39,30_to_34,Staff,0.005621401077752119,267.0,wop1wqPClsKFwqU=,V Termination
399,1_to_2,Children Services,22.333,2,F,WHITE,S,A,.under_29,.under_29,Staff,0.0028887218045112774,399.0,wop1wqPClsKFwp4=,V Termination
