duration,tenure_group,division,comprate,num_of_pay_raise,sex,ethnicity,mar_status,highest_educ_lvl,end_age_group,start_age_group,classification,pay_increase_ot,last_jobtitle_duration,emplid_sec,event
579,1_to_2,Adult Services,23.6201,2,F,HISPA,U,A,35_to_39,35_to_39,Staff,0.000799827288428326,579.0,wop4wqbClMKHwp0=,V Termination
348,.under_1,Administrative Services,22.2422,1,F,BLACK,U,A,40_to_44,40_to_44,Staff,0.0,348.0,wop4wqbClMKGwqU=,IV Termination
1242,1_to_2,Administrative Services,32.7839,3,F,BLACK,U,A,45_to_49,45_to_49,Staff,0.009134219001610308,728.0,wop4wqbClMKGwqM=,V Termination
1666,3_to_4,Self Sufficiency,25.7587,6,M,,U,A,40_to_44,40_to_44,Staff,0.0037562785114045624,812.0,wop4wqbClMKGwqE=,V Termination
1512,3_to_4,Adult Services,24.6577,3,F,BLACK,U,A,50_to_54,45_to_49,Staff,0.00036981481481481387,1155.0,wop4wqbClMKFwqY=,V Termination
1148,3_to_4,Children Services,20.6075,2,F,ASIAN,U,A,35_to_39,30_to_34,Staff,0.003827700348432057,770.0,wop4wqbClMKFwqQ=,V Termination
1801,3_to_4,Other,19.5759,6,,WHITE,,,,,Staff,0.0025465297057190458,1157.0,wop4wqbClMKFwqM=,Retirement
954,1_to_2,Self Sufficiency,16.4438,4,M,,U,G,50_to_54,45_to_49,Staff,0.0017252620545073368,954.0,wop4wqbClMKFwqA=,IV Termination
369,1_to_2,Self Sufficiency,16.2133,1,F,HISPA,U,A,.under_29,.under_29,Staff,0.0,369.0,wop4wqbClMKFwp0=,IV Termination
1282,3_to_4,Self Sufficiency,20.6075,2,F,HISPA,U,A,30_to_34,.under_29,Staff,0.0031746489859594386,876.0,wop4wqbClMKEwqQ=,V Termination
225,.under_1,Self Sufficiency,14.9896,1,F,,U,A,45_to_49,45_to_49,Staff,0.0,225.0,wop4wqbClMKEwqE=,IV Termination
1890,over_5,Adult Services,28.5788,6,F,HISPA,U,A,.under_29,.under_29,Staff,0.007190052910052911,224.0,wop4wqbClMKDwqY=,V Termination
417,1_to_2,Self Sufficiency,16.5376,3,F,BLACK,U,A,35_to_39,35_to_39,Staff,0.006218944844124703,417.0,wop4wqbClMKDwp8=,V Termination
63,.under_1,Self Sufficiency,14.2232,1,F,HISPA,U,A,35_to_39,35_to_39,Staff,0.0,63.0,wop4wqbCk8KMwqY=,IV Termination
1750,3_to_4,Self Sufficiency,22.9084,4,M,,U,A,.under_29,.under_29,Staff,0.004525028571428572,1470.0,wop4wqbCk8KMwqU=,V Termination
456,1_to_2,Self Sufficiency,16.5376,3,F,WHITE,U,A,40_to_44,35_to_39,Staff,0.005687061403508774,456.0,wop4wqbCk8KMwqQ=,IV Termination
68,.under_1,Self Sufficiency,14.2232,1,M,HISPA,U,A,30_to_34,30_to_34,Staff,0.0,68.0,wop4wqbCk8KMwp0=,IV Termination
1190,3_to_4,Adult Services,23.1734,7,F,HISPA,U,A,.under_29,.under_29,Staff,0.007755546218487395,154.0,wop4wqbCk8KLwqA=,V Termination
666,1_to_2,Self Sufficiency,16.5376,2,F,,U,A,30_to_34,30_to_34,Staff,0.002324324324324327,666.0,wop4wqbCk8KLwp4=,V Termination
74,.under_1,Self Sufficiency,13.6887,1,M,HISPA,U,A,30_to_34,30_to_34,Staff,0.0,74.0,wop4wqbCk8KKwqQ=,IV Termination
1092,1_to_2,Self Sufficiency,20.6075,6,M,HISPA,U,A,30_to_34,.under_29,Staff,0.006101831501831503,714.0,wop4wqbCk8KKwp0=,V Termination
188,.under_1,Self Sufficiency,14.9896,1,F,WHITE,U,A,30_to_34,30_to_34,Staff,0.0,188.0,wop4wqbCk8KJwqY=,V Termination
1121,3_to_4,Self Sufficiency,20.6075,6,M,HISPA,U,A,30_to_34,30_to_34,Staff,0.005011507582515613,813.0,wop4wqbCk8KJwqU=,V Termination
1829,over_5,Self Sufficiency,22.9084,4,F,HISPA,U,A,35_to_39,30_to_34,Staff,0.004329579004920722,1521.0,wop4wqbCk8KJwqQ=,V Termination
2626,over_5,Self Sufficiency,24.777725,9,F,HISPA,U,A,40_to_44,35_to_39,Staff,0.004019240289413557,2248.0,wop4wqbCk8KJwqM=,V Termination
2381,over_5,Self Sufficiency,22.9084,6,F,WHITE,U,A,40_to_44,35_to_39,Staff,0.0036477110457790846,1947.0,wop4wqbCk8KJwqI=,IV Termination
372,1_to_2,Self Sufficiency,16.2133,2,F,WHITE,U,A,.under_29,.under_29,Staff,0.0032895161290322603,372.0,wop4wqbCk8KJwqE=,IV Termination
19,.under_1,Self Sufficiency,13.9443,1,M,,U,A,.under_29,.under_29,Staff,0.0,19.0,wop4wqbCk8KJwp4=,IV Termination
1890,over_5,Self Sufficiency,22.9084,7,F,WHITE,U,A,50_to_54,45_to_49,Staff,0.004595343915343915,1512.0,wop4wqbCk8KJwp0=,V Termination
1315,3_to_4,Self Sufficiency,20.6075,4,F,BLACK,U,A,over_60,55_to_59,Staff,0.00427216730038023,937.0,wop4wqbCk8KIwqY=,V Termination
1944,over_5,Self Sufficiency,22.9084,5,F,HISPA,U,A,30_to_34,.under_29,Staff,0.004073456790123458,1594.0,wop4wqbCk8KIwqE=,V Termination
890,1_to_2,Self Sufficiency,17.6969,4,F,WHITE,U,A,45_to_49,45_to_49,Staff,0.0030419101123595506,512.0,wop4wqbCk8KIwp8=,V Termination
2268,over_5,Self Sufficiency,26.118693,12,M,HISPA,U,A,.under_29,.under_29,Staff,0.0053678981481481486,574.0,wop4wqbCk8KIwp4=,V Termination
71,.under_1,Self Sufficiency,14.5077,2,F,BLACK,U,A,50_to_54,50_to_54,Staff,0.00793521126760563,71.0,wop4wqbCk8KIwp0=,IV Termination
2437,over_5,Self Sufficiency,24.777725,11,M,WHITE,U,A,55_to_59,50_to_54,Staff,0.004330949938448913,784.0,wop4wqbCk8KHwqY=,IV Termination
951,1_to_2,Self Sufficiency,20.6075,4,F,WHITE,U,A,.under_29,.under_29,Staff,0.005907360672975817,601.0,wop4wqbCk8KHwqU=,V Termination
1196,1_to_2,Other,25.7587,5,,HISPA,,,,,Staff,0.006128010033444816,272.0,wop4wqbCk8KHwqA=,V Termination
1902,over_5,Self Sufficiency,24.892,9,M,BLACK,U,A,35_to_39,30_to_34,Staff,0.0033976866456361717,978.0,wop4wqbCk8KGwqU=,V Termination
266,.under_1,Self Sufficiency,16.9532,1,F,HISPA,U,A,30_to_34,30_to_34,Staff,0.0,266.0,wop4wqbCk8KGwqM=,V Termination
1932,over_5,Self Sufficiency,22.9084,4,M,WHITE,U,A,over_60,55_to_59,Staff,0.0034653726708074534,1554.0,wop4wqbCk8KGwqE=,Retirement
462,1_to_2,Self Sufficiency,16.5376,2,F,HISPA,U,A,40_to_44,40_to_44,Staff,0.0033506493506493544,462.0,wop4wqbCk8KGwp8=,IV Termination
348,.under_1,Self Sufficiency,16.2133,1,M,,U,A,.under_29,.under_29,Staff,0.0,348.0,wop4wqbCk8KGwp4=,IV Termination
539,1_to_2,Self Sufficiency,17.6969,4,M,HISPA,U,A,.under_29,.under_29,Staff,0.0050228200371057515,189.0,wop4wqbCk8KFwqQ=,IV Termination
733,1_to_2,Administrative Services,20.6589,3,F,ASIAN,U,A,.under_29,.under_29,Staff,0.012946657571623464,336.0,wop4wqbCk8KFwqM=,IV Termination
23,.under_1,Self Sufficiency,19.5323,1,F,HISPA,U,A,45_to_49,45_to_49,Staff,0.0,23.0,wop4wqbCk8KFwp0=,V Termination
1470,3_to_4,Self Sufficiency,24.4214,4,F,ASIAN,U,A,30_to_34,30_to_34,Staff,0.005080408163265306,1092.0,wop4wqbCk8KEwqY=,V Termination
98,.under_1,Self Sufficiency,16.9532,1,M,HISPA,U,A,.under_29,.under_29,Staff,0.0,98.0,wop4wqbCk8KEwqQ=,V Termination
1890,over_5,Self Sufficiency,22.9084,2,F,HISPA,U,A,.under_29,.under_29,Staff,0.0041898412698412706,1540.0,wop4wqbCk8KEwqA=,V Termination
1555,3_to_4,Self Sufficiency,21.7154,3,F,,U,A,45_to_49,40_to_44,Staff,0.0035383279742765266,1275.0,wop4wqbCk8KEwp8=,V Termination
1584,3_to_4,Self Sufficiency,21.7154,6,F,HISPA,U,A,.under_29,.under_29,Staff,0.004246085858585858,1122.0,wop4wqbCk8KEwp0=,V Termination
215,.under_1,Children Services,29.74,2,F,,U,A,45_to_49,40_to_44,Staff,0.0027120930232558053,215.0,wop4wqbCk8KDwqQ=,V Termination
252,.under_1,Self Sufficiency,14.9896,2,F,HISPA,U,A,45_to_49,45_to_49,Staff,0.00414801587301587,252.0,wop4wqbCk8KDwqA=,V Termination
503,1_to_2,Self Sufficiency,16.5376,1,F,HISPA,U,A,30_to_34,30_to_34,Staff,0.0,503.0,wop4wqbCksKMwqY=,IV Termination
801,1_to_2,Other,15.9293,5,,WHITE,,,,,Staff,0.004287765293383271,84.0,wop4wqbCksKLwp8=,V Termination
929,1_to_2,Children Services,27.8391,6,F,WHITE,U,A,.under_29,.under_29,Staff,0.0067586652314316435,551.0,wop4wqbCksKIwp0=,IV Termination
1983,3_to_4,Self Sufficiency,21.988616,7,F,WHITE,U,A,40_to_44,35_to_39,Staff,0.005198495209278871,1337.0,wop4wqbCksKHwqU=,V Termination
313,.under_1,Self Sufficiency,12.3321,2,F,WHITE,U,A,.under_29,.under_29,Staff,0.0021669968051118253,135.0,wop4wqbCksKEwqE=,IV Termination
2448,over_5,Administrative Services,31.925504,5,M,HISPA,U,A,30_to_34,.under_29,Staff,0.005716382352941177,1076.0,wop4wqbCksKEwp4=,IV Termination
658,1_to_2,Adult Services,23.6201,3,F,HISPA,U,A,.under_29,.under_29,Staff,0.004134042553191493,658.0,wop4wqbCksKEwp0=,V Termination
2695,over_5,Children Services,43.86591,8,M,BLACK,U,A,35_to_39,30_to_34,Manager,0.007107424860853431,1072.0,wop4wqbCksKDwqU=,Retirement
828,1_to_2,Self Sufficiency,16.0067,4,F,BLACK,U,A,30_to_34,.under_29,Staff,0.005533055555555553,260.0,wop4wqbCksKDwqQ=,V Termination
36,.under_1,Children Services,20.4901,1,F,BLACK,U,A,over_60,over_60,Staff,0.0,36.0,wop4wqbCksKDwqE=,IV Termination
565,1_to_2,Adult Services,15.1137,2,F,HISPA,U,A,.under_29,.under_29,Staff,0.0043035752212389365,397.0,wop4wqbCksKDwp0=,V Termination
1456,1_to_2,Adult Services,18.5628,3,F,HISPA,U,A,.under_29,.under_29,Staff,0.004038887362637362,406.0,wop4wqXCm8KMwqE=,V Termination
162,.under_1,Children Services,21.5603,2,F,WHITE,U,A,40_to_44,40_to_44,Staff,0.002609876543209891,162.0,wop4wqXCm8KLwp4=,V Termination
88,.under_1,Children Services,21.5603,2,F,WHITE,U,A,35_to_39,35_to_39,Staff,0.004804545454545481,88.0,wop4wqXCm8KKwqQ=,V Termination
36,.under_1,Children Services,21.1375,1,F,BLACK,U,A,35_to_39,35_to_39,Staff,0.0,36.0,wop4wqXCm8KKwp8=,V Termination
664,.under_1,Other,26.0466,2,,HISPA,,,,,Staff,0.002389307228915664,347.0,wop4wqXCm8KJwqE=,IV Termination
1955,3_to_4,Other,33.5658,6,,WHITE,,,,,Staff,0.006357186700767265,504.0,wop4wqXCm8KJwqA=,V Termination
355,.under_1,Administrative Services,19.3362,1,F,WHITE,U,A,.under_29,.under_29,Staff,0.0,355.0,wop4wqXCm8KJwp8=,IV Termination
652,1_to_2,Self Sufficiency,16.8684,3,F,HISPA,U,A,.under_29,.under_29,Staff,0.0060315950920245415,400.0,wop4wqXCm8KJwp4=,V Termination
992,1_to_2,Self Sufficiency,23.7595,6,F,WHITE,U,A,.under_29,.under_29,Staff,0.0071962701612903225,236.0,wop4wqXCm8KIwqI=,V Termination
1451,3_to_4,Children Services,30.9415,6,F,BLACK,U,A,45_to_49,40_to_44,Staff,0.006756719503790491,1059.0,wop4wqXCm8KGwp8=,V Termination
487,1_to_2,Children Services,25.2056,3,M,BLACK,U,A,45_to_49,45_to_49,Staff,0.007485215605749484,109.0,wop4wqXCm8KFwqQ=,V Termination
448,1_to_2,Children Services,22.7393,2,F,BLACK,U,A,.under_29,.under_29,Staff,0.0009953125000000038,448.0,wop4wqXCm8KFwqM=,V Termination
459,1_to_2,Children Services,23.8948,1,F,BLACK,U,A,50_to_54,50_to_54,Staff,0.0,459.0,wop4wqXCmsKMwp4=,V Termination
2724,over_5,Other,35.368104,5,,HISPA,,,,,Staff,0.0050689441997063146,1814.0,wop4wqXCmsKMwp0=,V Termination
716,1_to_2,Children Services,25.7097,5,F,BLACK,U,A,35_to_39,35_to_39,Staff,0.006385754189944137,198.0,wop4wqXCmsKLwqU=,V Termination
2361,3_to_4,Other,35.4043,8,,BLACK,,,,,Staff,0.005863617111393477,373.0,wop4wqXCmsKLwqQ=,V Termination
61,.under_1,Children Services,21.5603,1,F,WHITE,U,A,.under_29,.under_29,Staff,0.0,61.0,wop4wqXCmsKLwp8=,V Termination
702,1_to_2,Children Services,30.9415,2,M,BLACK,U,A,40_to_44,40_to_44,Staff,0.005713817663817668,702.0,wop4wqXCmsKKwqY=,V Termination
274,.under_1,Self Sufficiency,14.9896,2,F,BLACK,U,A,40_to_44,35_to_39,Staff,0.01300839416058394,141.0,wop4wqXCmsKJwp4=,IV Termination
1313,1_to_2,Other,16.5376,8,,BLACK,,,,,Staff,0.003699619192688501,70.0,wop4wqXCmsKGwp0=,IV Termination
2580,over_5,Self Sufficiency,24.779144,11,F,HISPA,U,G,30_to_34,.under_29,Staff,0.005175896899224806,211.0,wop4wqXCmsKFwp0=,V Termination
976,1_to_2,Self Sufficiency,16.4438,3,F,,U,A,over_60,55_to_59,Staff,0.004204713114754098,400.0,wop4wqXCmsKEwp0=,IV Termination
759,1_to_2,Children Services,32.6291,3,F,BLACK,U,A,40_to_44,40_to_44,Staff,0.006798550724637681,449.0,wop4wqXCmMKMwqI=,V Termination
971,1_to_2,Adult Services,15.829,4,F,HISPA,U,F,.under_29,.under_29,Staff,0.007898043254376931,936.0,wop4wqXCmMKJwp4=,V Termination
626,1_to_2,Public Authority,12.8303,3,F,BLACK,U,A,55_to_59,55_to_59,Staff,0.0018793929712460048,224.0,wop4wqXCmMKHwqA=,IV Termination
978,1_to_2,Other,17.3409,3,,,,,,,Staff,0.0036654396728016373,140.0,wop4wqXCmMKHwp8=,IV Termination
1186,1_to_2,Children Services,16.2528,2,M,,U,A,.under_29,.under_29,Staff,0.0030106408094435076,1060.0,wop4wqXCmMKGwqA=,V Termination
706,1_to_2,Self Sufficiency,16.887069,4,F,BLACK,U,D,45_to_49,40_to_44,Staff,0.007375451841359774,398.0,wop4wqXCmMKFwp8=,IV Termination
1150,3_to_4,Administrative Services,24.4877,2,M,HISPA,U,A,.under_29,.under_29,Staff,0.00678217391304348,310.0,wop4wqXCmMKEwqM=,V Termination
1766,3_to_4,Other,17.5951,7,,HISPA,,,,,Staff,0.0031171007927519815,86.0,wop4wqXCl8KMwqY=,IV Termination
420,1_to_2,Administrative Services,28.2594,2,F,BLACK,U,A,.under_29,.under_29,Staff,0.005353095238095239,420.0,wop4wqXCl8KMwp0=,V Termination
149,.under_1,Self Sufficiency,13.6887,1,F,WHITE,U,A,50_to_54,50_to_54,Staff,0.0,149.0,wop4wqXCl8KLwqM=,IV Termination
1610,3_to_4,Children Services,17.1356,3,F,,U,A,55_to_59,50_to_54,Staff,0.002159689440993789,1204.0,wop4wqXCl8KIwqA=,V Termination
1864,3_to_4,Children Services,19.1,5,F,WHITE,U,D,35_to_39,30_to_34,Supervisor,0.003444206008583692,1002.0,wop4wqXCl8KFwqI=,V Termination
2779,over_5,Self Sufficiency,19.795833,6,F,,M,A,35_to_39,30_to_34,Staff,0.0026844163368118026,553.0,wop4wqXCl8KEwqY=,V Termination
26,.under_1,Adult Services,30.8137,1,F,WHITE,U,A,45_to_49,45_to_49,Staff,0.0,26.0,wop4wqXCl8KDwqE=,V Termination
641,1_to_2,Children Services,14.2418,2,F,,U,A,45_to_49,40_to_44,Staff,0.002037441497659905,183.0,wop4wqXClsKMwqE=,IV Termination
2550,over_5,Children Services,19.0723,6,F,HISPA,U,A,30_to_34,.under_29,Staff,0.002909215686274509,568.0,wop4wqXClsKFwqU=,V Termination
510,1_to_2,Self Sufficiency,15.1137,2,F,HISPA,U,A,30_to_34,.under_29,Staff,0.0027941176470588215,510.0,wop4wqXClsKEwqI=,V Termination
1578,3_to_4,Self Sufficiency,22.5748,4,F,HISPA,U,A,.under_29,.under_29,Staff,0.005631242078580481,784.0,wop4wqXClsKDwp8=,V Termination
2688,over_5,Self Sufficiency,21.4051,7,M,HISPA,U,A,40_to_44,35_to_39,Staff,0.003627704613095239,742.0,wop4wqXClcKEwqU=,V Termination
525,.under_1,Self Sufficiency,12.5787,3,F,,U,A,30_to_34,.under_29,Staff,0.00219695238095238,357.0,wop4wqXClcKDwqM=,V Termination
770,1_to_2,Other,15.9334,2,,BLACK,,,,,Staff,0.0061875324675324675,378.0,wop4wqXClcKDwqI=,IV Termination
2520,over_5,Self Sufficiency,19.541267,4,F,HISPA,U,A,35_to_39,.under_29,Staff,0.0030493916666666674,2436.0,wop4wqXClcKDwp8=,V Termination
333,.under_1,Self Sufficiency,16.887069,3,F,HISPA,U,C,35_to_39,30_to_34,Staff,0.012633840840840843,207.0,wop4wqXClcKDwp0=,V Termination
2703,over_5,Self Sufficiency,18.309012,9,F,,U,A,30_to_34,.under_29,Staff,0.002546693303736589,589.0,wop4wqXClMKKwqI=,V Termination
485,.under_1,Self Sufficiency,16.887069,4,F,HISPA,U,A,30_to_34,.under_29,Staff,0.010371688659793816,233.0,wop4wqXClMKKwqE=,V Termination
2492,over_5,Self Sufficiency,20.614863,4,M,HISPA,U,A,30_to_34,.under_29,Staff,0.0035144715088282503,1918.0,wop4wqXClMKJwqU=,V Termination
1852,3_to_4,Adult Services,31.7724,6,F,ASIAN,U,A,35_to_39,30_to_34,Staff,0.008420194384449244,106.0,wop4wqXClMKGwqM=,V Termination
1681,3_to_4,Children Services,20.0599,4,F,HISPA,U,A,35_to_39,30_to_34,Staff,0.004597144556811421,813.0,wop4wqXClMKEwqE=,V Termination
536,1_to_2,Children Services,14.1533,3,F,WHITE,U,A,.under_29,.under_29,Staff,0.002567723880597016,536.0,wop4wqXCk8KMwqE=,IV Termination
363,.under_1,Administrative Services,25.4491,1,M,ASIAN,U,A,over_60,over_60,Staff,0.0,363.0,wop4wqXCk8KMwp4=,IV Termination
1752,3_to_4,Self Sufficiency,16.0067,6,F,,U,A,.under_29,.under_29,Staff,0.0024845319634703186,274.0,wop4wqXCk8KLwqQ=,V Termination
2027,over_5,Adult Services,20.134,9,F,HISPA,U,A,30_to_34,.under_29,Supervisor,0.00408347311297484,1387.0,wop4wqXCk8KLwqE=,V Termination
1623,3_to_4,Self Sufficiency,19.2668,6,F,HISPA,U,A,.under_29,.under_29,Staff,0.004831484904497843,146.0,wop4wqXCk8KKwqM=,V Termination
1434,3_to_4,Children Services,16.4613,4,M,HISPA,U,A,.under_29,.under_29,Staff,0.0025692468619246877,1434.0,wop4wqXCk8KKwp0=,V Termination
581,1_to_2,Adult Services,25.2056,2,M,,U,A,55_to_59,55_to_59,Staff,0.005012392426850262,581.0,wop4wqXCk8KJwqU=,V Termination
784,1_to_2,Children Services,15.6208,3,M,HISPA,U,A,30_to_34,.under_29,Staff,0.0036272959183673466,784.0,wop4wqXCk8KIwqY=,V Termination
225,.under_1,Children Services,12.777,1,M,BLACK,U,A,30_to_34,30_to_34,Staff,0.0,225.0,wop4wqXCk8KIwqQ=,IV Termination
2120,over_5,Other,55.0027,7,,WHITE,,,,,Staff,0.009258207547169809,1161.0,wop4wqXCk8KIwqE=,V Termination
884,1_to_2,Self Sufficiency,18.0508,4,F,HISPA,U,A,.under_29,.under_29,Staff,0.007006787330316741,100.0,wop4wqXCk8KIwp8=,V Termination
549,1_to_2,Other,12.3321,3,,HISPA,,,,,Staff,0.0012424408014571951,202.0,wop4wqXCksKIwqA=,IV Termination
1775,3_to_4,Other,42.1368,3,,HISPA,,,,,Staff,0.015294197183098593,149.0,wop4wqXCksKIwp8=,Retirement
682,1_to_2,Self Sufficiency,14.3565,5,F,HISPA,U,A,.under_29,.under_29,Staff,0.004297947214076247,140.0,wop4wqXCksKGwqA=,V Termination
238,.under_1,Other,14.9896,3,,HISPA,,,,,Staff,0.005733193277310923,37.0,wop4wqTCm8KMwp8=,IV Termination
191,.under_1,Self Sufficiency,13.6887,2,F,WHITE,U,A,30_to_34,30_to_34,Staff,0.0015604712041884814,163.0,wop4wqTCm8KLwqE=,IV Termination
1211,3_to_4,Self Sufficiency,20.2258,5,F,BLACK,U,A,.under_29,.under_29,Staff,0.005398100743187448,119.0,wop4wqTCm8KKwqE=,V Termination
2459,3_to_4,Other,26.818813,5,,WHITE,,,,,Staff,0.004810578690524603,947.0,wop4wqTCm8KJwqM=,V Termination
1715,3_to_4,Other,22.0,6,,HISPA,,,,,Staff,0.004697201166180758,364.0,wop4wqTCm8KIwqA=,IV Termination
97,.under_1,Children Services,13.4203,1,F,BLACK,U,A,.under_29,.under_29,Staff,0.0,97.0,wop4wqTCm8KFwqU=,IV Termination
716,1_to_2,Children Services,15.416,2,F,WHITE,U,A,30_to_34,.under_29,Staff,0.002787290502793298,716.0,wop4wqTCm8KFwqE=,V Termination
2625,over_5,Self Sufficiency,22.868161,5,M,,U,A,35_to_39,.under_29,Staff,0.004194796571428572,1911.0,wop4wqTCm8KEwqE=,V Termination
2748,over_5,Self Sufficiency,17.537602,5,F,,U,A,.under_29,.under_29,Staff,0.002224272925764192,75.0,wop4wqTCm8KDwp4=,V Termination
221,.under_1,Children Services,26.758,2,M,BLACK,U,A,over_60,over_60,Staff,0.0023742081447963768,221.0,wop4wqTCmsKMwp8=,IV Termination
139,.under_1,Children Services,29.9398,1,M,HISPA,U,A,45_to_49,45_to_49,Staff,0.0,139.0,wop4wqTCmsKMwp4=,V Termination
2534,over_5,Other,32.6998,4,,BLACK,,,,,Staff,0.004396014206787688,769.0,wop4wqTCmsKLwqM=,V Termination
993,1_to_2,Children Services,39.3283,3,M,WHITE,U,A,over_60,over_60,Staff,0.0060699899295065425,993.0,wop4wqTCmsKKwqE=,V Termination
161,.under_1,Children Services,22.9516,1,M,BLACK,U,A,55_to_59,55_to_59,Staff,0.0,161.0,wop4wqTCmsKJwqI=,IV Termination
223,.under_1,Children Services,24.0628,1,M,BLACK,U,A,35_to_39,35_to_39,Staff,0.0,223.0,wop4wqTCmsKJwqE=,V Termination
327,.under_1,Children Services,28.5788,3,F,BLACK,U,I,over_60,over_60,Staff,0.022756269113149853,36.0,wop4wqTCmsKJwp8=,IV Termination
2125,over_5,Public Authority,18.2057,6,F,HISPA,U,A,.under_29,.under_29,Staff,0.003190762352941176,612.0,wop4wqTCmsKHwqM=,V Termination
1408,3_to_4,Children Services,29.3448,4,F,HISPA,U,A,30_to_34,.under_29,Staff,0.005008096590909092,1408.0,wop4wqTCmsKFwp4=,V Termination
83,.under_1,Children Services,24.8755,1,F,BLACK,U,A,over_60,over_60,Staff,0.0,83.0,wop4wqTCmsKEwp0=,V Termination
57,.under_1,Children Services,21.1375,1,F,BLACK,U,A,55_to_59,55_to_59,Staff,0.0,57.0,wop4wqTCmsKDwqY=,IV Termination
155,.under_1,Children Services,21.1375,1,F,WHITE,U,A,35_to_39,35_to_39,Staff,0.0,155.0,wop4wqTCmsKDwqU=,IV Termination
1472,1_to_2,Self Sufficiency,20.6075,4,F,,U,A,.under_29,.under_29,Staff,0.005234375000000001,464.0,wop4wqTCmsKDwqM=,V Termination
294,.under_1,Children Services,21.5603,2,F,,U,A,45_to_49,45_to_49,Staff,0.001438095238095246,294.0,wop4wqTCmsKDwqI=,IV Termination
52,.under_1,Children Services,24.2269,1,F,BLACK,U,A,35_to_39,35_to_39,Staff,0.0,52.0,wop4wqTCmsKDwqA=,V Termination
2009,over_5,Self Sufficiency,18.6815,3,F,HISPA,U,A,35_to_39,30_to_34,Staff,0.0031604778496764556,504.0,wop4wqTCmsKDwp0=,V Termination
285,.under_1,Children Services,27.469,2,F,,U,A,50_to_54,50_to_54,Staff,0.0018898245614035172,285.0,wop4wqTCmcKMwqY=,IV Termination
82,.under_1,Children Services,21.1375,1,F,,U,A,.under_29,.under_29,Staff,0.0,82.0,wop4wqTCmcKMwqQ=,V Termination
155,.under_1,Children Services,21.1375,1,F,WHITE,U,A,30_to_34,30_to_34,Staff,0.0,155.0,wop4wqTCmcKMwqM=,IV Termination
406,1_to_2,Children Services,23.4263,2,F,WHITE,U,A,.under_29,.under_29,Staff,0.005637438423645325,406.0,wop4wqTCmcKMwqI=,V Termination
1317,3_to_4,Children Services,31.6035,5,F,WHITE,U,A,45_to_49,40_to_44,Supervisor,0.007069172361427488,730.0,wop4wqTCmcKMwqE=,V Termination
414,1_to_2,Adult Services,26.0466,3,F,HISPA,U,A,over_60,55_to_59,Staff,0.005931400966183576,177.0,wop4wqTCmcKMwqA=,IV Termination
174,.under_1,Children Services,23.4106,2,F,WHITE,U,A,over_60,over_60,Staff,0.0026379310344827565,174.0,wop4wqTCmcKMwp8=,IV Termination
35,.under_1,Children Services,22.2934,1,F,BLACK,U,A,30_to_34,30_to_34,Staff,0.0,35.0,wop4wqTCmcKMwp4=,IV Termination
57,.under_1,Children Services,21.1375,1,F,PACIF,U,A,.under_29,.under_29,Staff,0.0,57.0,wop4wqTCmcKMwp0=,V Termination
223,.under_1,Children Services,21.5603,2,F,WHITE,U,A,.under_29,.under_29,Staff,0.0018959641255605483,223.0,wop4wqTCmcKLwqY=,V Termination
57,.under_1,Children Services,21.1375,1,F,HISPA,U,A,30_to_34,30_to_34,Staff,0.0,57.0,wop4wqTCmcKLwqU=,V Termination
20,.under_1,Children Services,21.1375,1,F,,U,A,.under_29,.under_29,Staff,0.0,20.0,wop4wqTCmcKLwqQ=,V Termination
1028,1_to_2,Children Services,27.8391,5,F,HISPA,U,A,over_60,55_to_59,Staff,0.006519066147859921,91.0,wop4wqTCmcKLwqM=,V Termination
169,.under_1,Children Services,21.5603,2,F,,U,A,45_to_49,45_to_49,Staff,0.00941005917159765,43.0,wop4wqTCmcKKwqY=,V Termination
2561,over_5,Children Services,36.2967,9,F,WHITE,U,A,50_to_54,45_to_49,Staff,0.004712924638812964,756.0,wop4wqTCmcKKwp8=,V Termination
2029,3_to_4,Other,33.5658,5,,BLACK,,,,,Staff,0.005555643173977331,294.0,wop4wqTCmcKKwp0=,V Termination
2518,over_5,Finance and Forecasting,26.674128,5,F,HISPA,U,A,40_to_44,35_to_39,Staff,0.003134403494837172,1916.0,wop4wqTCmcKJwqQ=,V Termination
267,.under_1,Children Services,21.5603,2,F,BLACK,U,A,30_to_34,30_to_34,Staff,0.0015835205992509448,267.0,wop4wqTCmcKJwqA=,IV Termination
259,.under_1,Children Services,22.7393,2,F,BLACK,U,A,30_to_34,30_to_34,Staff,0.0017216216216216283,259.0,wop4wqTCmcKJwp0=,IV Termination
1261,3_to_4,Children Services,29.3448,6,F,BLACK,U,A,40_to_44,35_to_39,Staff,0.006508564631245044,884.0,wop4wqTCmcKIwqY=,V Termination
2036,over_5,Children Services,39.3283,3,F,WHITE,U,A,55_to_59,50_to_54,Staff,0.003812180746561885,2036.0,wop4wqTCmcKIwqQ=,Retirement
2149,3_to_4,Administrative Services,28.4715,6,F,WHITE,U,A,45_to_49,40_to_44,Staff,0.006348301535597952,553.0,wop4wqTCmcKGwqQ=,V Termination
1917,3_to_4,Children Services,27.0989,7,F,BLACK,U,A,45_to_49,40_to_44,Staff,0.005696765779864371,243.0,wop4wqTCmMKMwp8=,V Termination
